"","Counter","State","Initial Claims","Continued Claims","Date","WeekOfYear"
"2593",2647,"West Virginia",2.023,23.054,2020-10-24,"43"
"2594",2648,"West Virginia",1.804,21.388,2020-10-31,"44"
"2595",2649,"West Virginia",1.938,20.602,2020-11-07,"45"
"2596",2650,"West Virginia",2.166,20.017,2020-11-14,"46"
"2597",2651,"West Virginia",1.628,18.097,2020-11-21,"47"
"2598",2652,"West Virginia",3.059,20.995,2020-11-28,"48"
"2599",2653,"West Virginia",3.407,21.697,2020-12-05,"49"
"2600",2654,"West Virginia",2.503,20.076,2020-12-12,"50"
"2601",2655,"West Virginia",2.112,18.541,2020-12-19,"51"
"2602",2657,"Wisconsin",8.255,53.305,2020-01-04,"01"
"2603",2658,"Wisconsin",6.388,44.776,2020-01-11,"02"
"2604",2659,"Wisconsin",6.134,44.077,2020-01-18,"03"
"2605",2660,"Wisconsin",6.28,44.425,2020-01-25,"04"
"2606",2661,"Wisconsin",6.579,44.477,2020-02-01,"05"
"2607",2662,"Wisconsin",5.808,44.163,2020-02-08,"06"
"2608",2663,"Wisconsin",6.098,43.996,2020-02-15,"07"
"2609",2664,"Wisconsin",5.658,43.574,2020-02-22,"08"
"2610",2665,"Wisconsin",5.052,42.337,2020-02-29,"09"
"2611",2666,"Wisconsin",5.19,40.738,2020-03-07,"10"
"2612",2667,"Wisconsin",51.031,43.607,2020-03-14,"11"
"2613",2668,"Wisconsin",110.934,99.574,2020-03-21,"12"
"2614",2669,"Wisconsin",104.823,208.387,2020-03-28,"13"
"2615",2670,"Wisconsin",70,262.847,2020-04-04,"14"
"2616",2671,"Wisconsin",55.883,299.532,2020-04-11,"15"
"2617",2672,"Wisconsin",49.993,321.063,2020-04-18,"16"
"2618",2673,"Wisconsin",37.885,314.025,2020-04-25,"17"
"2619",2674,"Wisconsin",38.71,313.248,2020-05-02,"18"
"2620",2675,"Wisconsin",31.287,308.397,2020-05-09,"19"
"2621",2676,"Wisconsin",28.967,291.677,2020-05-16,"20"
"2622",2677,"Wisconsin",24.661,269.678,2020-05-23,"21"
"2623",2678,"Wisconsin",25.047,255.805,2020-05-30,"22"
"2624",2679,"Wisconsin",25.543,238.528,2020-06-06,"23"
"2625",2680,"Wisconsin",25.428,225.424,2020-06-13,"24"
"2626",2681,"Wisconsin",24.925,222.897,2020-06-20,"25"
"2627",2682,"Wisconsin",27.385,218.553,2020-06-27,"26"
"2628",2683,"Wisconsin",29.051,224.765,2020-07-04,"27"
"2629",2684,"Wisconsin",25.129,218.606,2020-07-11,"28"
"2630",2685,"Wisconsin",23.026,211.944,2020-07-18,"29"
"2631",2686,"Wisconsin",19.196,208.649,2020-07-25,"30"
"2632",2687,"Wisconsin",14.257,180.146,2020-08-01,"31"
"2633",2688,"Wisconsin",14.834,173.27,2020-08-08,"32"
"2634",2689,"Wisconsin",13.879,161.697,2020-08-15,"33"
"2635",2690,"Wisconsin",12.457,150.9,2020-08-22,"34"
"2636",2691,"Wisconsin",12.238,138.621,2020-08-29,"35"
"2637",2692,"Wisconsin",11.709,130.672,2020-09-05,"36"
"2638",2693,"Wisconsin",12.178,128.663,2020-09-12,"37"
"2639",2694,"Wisconsin",11.185,119.104,2020-09-19,"38"
"2640",2695,"Wisconsin",11.916,112.613,2020-09-26,"39"
"2641",2696,"Wisconsin",14.971,110.05,2020-10-03,"40"
"2642",2697,"Wisconsin",13.89,102.729,2020-10-10,"41"
"2643",2698,"Wisconsin",13.54,100.438,2020-10-17,"42"
"2644",2699,"Wisconsin",14.874,98.223,2020-10-24,"43"
"2645",2700,"Wisconsin",14.334,94.072,2020-10-31,"44"
"2646",2701,"Wisconsin",15.605,92.927,2020-11-07,"45"
"2647",2702,"Wisconsin",16.72,93.095,2020-11-14,"46"
"2648",2703,"Wisconsin",16.138,87.624,2020-11-21,"47"
"2649",2704,"Wisconsin",21.7,104.264,2020-11-28,"48"
"2650",2705,"Wisconsin",14.662,94.027,2020-12-05,"49"
"2651",2706,"Wisconsin",14.119,97.337,2020-12-12,"50"
"2652",2707,"Wisconsin",14.294,89.928,2020-12-19,"51"
"2653",2709,"Wyoming",829,3.302,2020-01-04,"01"
"2654",2710,"Wyoming",636,3.301,2020-01-11,"02"
"2655",2711,"Wyoming",531,3.354,2020-01-18,"03"
"2656",2712,"Wyoming",529,3.475,2020-01-25,"04"
"2657",2713,"Wyoming",589,3.507,2020-02-01,"05"
"2658",2714,"Wyoming",598,3.699,2020-02-08,"06"
"2659",2715,"Wyoming",389,3.611,2020-02-15,"07"
"2660",2716,"Wyoming",471,3.543,2020-02-22,"08"
"2661",2717,"Wyoming",534,3.508,2020-02-29,"09"
"2662",2718,"Wyoming",517,3.375,2020-03-07,"10"
"2663",2719,"Wyoming",3.653,3.197,2020-03-14,"11"
"2664",2720,"Wyoming",6.396,4.519,2020-03-21,"12"
"2665",2721,"Wyoming",6.543,7.79,2020-03-28,"13"
"2666",2722,"Wyoming",5.794,11.212,2020-04-04,"14"
"2667",2723,"Wyoming",4.381,14.302,2020-04-11,"15"
"2668",2724,"Wyoming",3.497,16.566,2020-04-18,"16"
"2669",2725,"Wyoming",2.854,17.521,2020-04-25,"17"
"2670",2726,"Wyoming",3.297,17.928,2020-05-02,"18"
"2671",2727,"Wyoming",2.303,17.335,2020-05-09,"19"
"2672",2728,"Wyoming",2.8,17.631,2020-05-16,"20"
"2673",2729,"Wyoming",2.421,15.853,2020-05-23,"21"
"2674",2730,"Wyoming",2.013,15.552,2020-05-30,"22"
"2675",2731,"Wyoming",1.539,15.371,2020-06-06,"23"
"2676",2732,"Wyoming",1.402,15.07,2020-06-13,"24"
"2677",2733,"Wyoming",1.418,14.494,2020-06-20,"25"
"2678",2734,"Wyoming",1.338,14.048,2020-06-27,"26"
"2679",2735,"Wyoming",1.485,13.711,2020-07-04,"27"
"2680",2736,"Wyoming",2.664,13.497,2020-07-11,"28"
"2681",2737,"Wyoming",1.6,13.023,2020-07-18,"29"
"2682",2738,"Wyoming",1.13,12.854,2020-07-25,"30"
"2683",2739,"Wyoming",1.115,11.32,2020-08-01,"31"
"2684",2740,"Wyoming",861,10.568,2020-08-08,"32"
"2685",2741,"Wyoming",963,9.827,2020-08-15,"33"
"2686",2742,"Wyoming",957,9.146,2020-08-22,"34"
"2687",2743,"Wyoming",793,8.88,2020-08-29,"35"
"2688",2744,"Wyoming",697,7.92,2020-09-05,"36"
"2689",2745,"Wyoming",746,7.86,2020-09-12,"37"
"2690",2746,"Wyoming",801,7.329,2020-09-19,"38"
"2691",2747,"Wyoming",759,6.823,2020-09-26,"39"
"2692",2748,"Wyoming",944,6.501,2020-10-03,"40"
"2693",2749,"Wyoming",1.375,6.011,2020-10-10,"41"
"2694",2750,"Wyoming",1.129,5.793,2020-10-17,"42"
"2695",2751,"Wyoming",981,5.667,2020-10-24,"43"
"2696",2752,"Wyoming",1.182,5.633,2020-10-31,"44"
"2697",2753,"Wyoming",940,5.166,2020-11-07,"45"
"2698",2754,"Wyoming",1.005,5.382,2020-11-14,"46"
"2699",2755,"Wyoming",610,4.966,2020-11-21,"47"
"2700",2756,"Wyoming",907,5.399,2020-11-28,"48"
"2701",2757,"Wyoming",934,5.12,2020-12-05,"49"
"2702",2758,"Wyoming",964,5.096,2020-12-12,"50"
"2703",2759,"Wyoming",832,4.708,2020-12-19,"51"
"2704",2760,NA,NA,NA,NA,NA
"2705",2761,"Run Date: 10/3/2021",NA,NA,NA,NA
