"","Counter","State","Initial Claims","Continued Claims","Date","WeekOfYear"
"466",479,"Florida",4.861,33.57,2020-02-15,"07"
"467",480,"Florida",4.853,33.421,2020-02-22,"08"
"468",481,"Florida",5.325,32.262,2020-02-29,"09"
"469",482,"Florida",6.463,32.244,2020-03-07,"10"
"470",483,"Florida",74.313,33.728,2020-03-14,"11"
"471",484,"Florida",228.484,35.076,2020-03-21,"12"
"472",485,"Florida",169.885,98.921,2020-03-28,"13"
"473",486,"Florida",180.419,339.448,2020-04-04,"14"
"474",487,"Florida",506.67,177.021,2020-04-11,"15"
"475",488,"Florida",433.103,540.554,2020-04-18,"16"
"476",489,"Florida",174.86,444.561,2020-04-25,"17"
"477",490,"Florida",223.082,1035207,2020-05-02,"18"
"478",491,"Florida",225.404,2151108,2020-05-09,"19"
"479",492,"Florida",175.411,529.384,2020-05-16,"20"
"480",493,"Florida",207.707,630.64,2020-05-23,"21"
"481",494,"Florida",112.161,966.625,2020-05-30,"22"
"482",495,"Florida",88.148,920.202,2020-06-06,"23"
"483",496,"Florida",95.683,995.792,2020-06-13,"24"
"484",497,"Florida",84.37,741.344,2020-06-20,"25"
"485",498,"Florida",66.941,581.952,2020-06-27,"26"
"486",499,"Florida",132.831,914.801,2020-07-04,"27"
"487",500,"Florida",108.976,748.004,2020-07-11,"28"
"488",501,"Florida",91.462,691.07,2020-07-18,"29"
"489",502,"Florida",78.286,631.163,2020-07-25,"30"
"490",503,"Florida",61.584,567.987,2020-08-01,"31"
"491",504,"Florida",72.774,512.527,2020-08-08,"32"
"492",505,"Florida",51.647,458.954,2020-08-15,"33"
"493",506,"Florida",45.59,455.587,2020-08-22,"34"
"494",507,"Florida",40.256,410.406,2020-08-29,"35"
"495",508,"Florida",37.265,414.174,2020-09-05,"36"
"496",509,"Florida",39.028,374.181,2020-09-12,"37"
"497",510,"Florida",32.373,373.194,2020-09-19,"38"
"498",511,"Florida",42.306,337.344,2020-09-26,"39"
"499",512,"Florida",47.904,300.115,2020-10-03,"40"
"500",513,"Florida",40.07,287.537,2020-10-10,"41"
"501",514,"Florida",33.542,282.261,2020-10-17,"42"
"502",515,"Florida",31.625,213.454,2020-10-24,"43"
"503",516,"Florida",31.403,205.8,2020-10-31,"44"
"504",517,"Florida",24.358,186.514,2020-11-07,"45"
"505",518,"Florida",26.931,186.291,2020-11-14,"46"
"506",519,"Florida",23.063,142.253,2020-11-21,"47"
"507",520,"Florida",29.142,186.749,2020-11-28,"48"
"508",521,"Florida",26.018,154.462,2020-12-05,"49"
"509",522,"Florida",28.609,161.25,2020-12-12,"50"
"510",523,"Florida",26.533,140.565,2020-12-19,"51"
"511",525,"Georgia",17.962,47.482,2020-01-04,"01"
"512",526,"Georgia",8.161,32.079,2020-01-11,"02"
"513",527,"Georgia",5.257,28.998,2020-01-18,"03"
"514",528,"Georgia",5.199,28.332,2020-01-25,"04"
"515",529,"Georgia",5.577,26.984,2020-02-01,"05"
"516",530,"Georgia",6.277,27.317,2020-02-08,"06"
"517",531,"Georgia",5.03,26.963,2020-02-15,"07"
"518",532,"Georgia",5.538,26.958,2020-02-22,"08"
"519",533,"Georgia",4.569,25.079,2020-02-29,"09"
"520",534,"Georgia",5.445,25.352,2020-03-07,"10"
"521",535,"Georgia",12.14,27.507,2020-03-14,"11"
"522",536,"Georgia",133.82,107.877,2020-03-21,"12"
"523",537,"Georgia",390.132,360.077,2020-03-28,"13"
"524",538,"Georgia",319.581,595.418,2020-04-04,"14"
"525",539,"Georgia",247.003,611.889,2020-04-11,"15"
"526",540,"Georgia",266.565,758.856,2020-04-18,"16"
"527",541,"Georgia",228.352,885.764,2020-04-25,"17"
"528",542,"Georgia",242.772,812.913,2020-05-02,"18"
"529",543,"Georgia",177.731,790.178,2020-05-09,"19"
"530",544,"Georgia",165.499,731.762,2020-05-16,"20"
"531",545,"Georgia",149.163,754.833,2020-05-23,"21"
"532",546,"Georgia",135.254,698.154,2020-05-30,"22"
"533",547,"Georgia",131.997,682.501,2020-06-06,"23"
"534",548,"Georgia",125.725,669.735,2020-06-13,"24"
"535",549,"Georgia",117.485,661.233,2020-06-20,"25"
"536",550,"Georgia",105.16,619.947,2020-06-27,"26"
"537",551,"Georgia",138.452,792.717,2020-07-04,"27"
"538",552,"Georgia",122.313,703.153,2020-07-11,"28"
"539",553,"Georgia",84.984,636.912,2020-07-18,"29"
"540",554,"Georgia",73.931,633.988,2020-07-25,"30"
"541",555,"Georgia",62.335,572.455,2020-08-01,"31"
"542",556,"Georgia",58.099,555.479,2020-08-08,"32"
"543",557,"Georgia",56.768,553.713,2020-08-15,"33"
"544",558,"Georgia",51.283,535.406,2020-08-22,"34"
"545",559,"Georgia",50.32,523.143,2020-08-29,"35"
"546",560,"Georgia",42.085,498.813,2020-09-05,"36"
"547",561,"Georgia",49.421,536.886,2020-09-12,"37"
"548",562,"Georgia",43.526,478.732,2020-09-19,"38"
"549",563,"Georgia",44.874,445.039,2020-09-26,"39"
"550",564,"Georgia",54.166,409.602,2020-10-03,"40"
"551",565,"Georgia",44.892,367.949,2020-10-10,"41"
"552",566,"Georgia",43.695,336.738,2020-10-17,"42"
"553",567,"Georgia",37.253,302.039,2020-10-24,"43"
"554",568,"Georgia",23.827,285.798,2020-10-31,"44"
"555",569,"Georgia",19.626,255.237,2020-11-07,"45"
"556",570,"Georgia",29.088,253.347,2020-11-14,"46"
"557",571,"Georgia",19.183,202.361,2020-11-21,"47"
"558",572,"Georgia",33.003,234.262,2020-11-28,"48"
"559",573,"Georgia",23.702,158.047,2020-12-05,"49"
"560",574,"Georgia",26.673,164.96,2020-12-12,"50"
"561",575,"Georgia",18.96,137.24,2020-12-19,"51"
"562",577,"Hawaii",1.826,7.849,2020-01-04,"01"
"563",578,"Hawaii",1.234,6.623,2020-01-11,"02"
"564",579,"Hawaii",1.014,6.407,2020-01-18,"03"
"565",580,"Hawaii",1.135,6.07,2020-01-25,"04"
"566",581,"Hawaii",1.137,6.205,2020-02-01,"05"
"567",582,"Hawaii",1.199,6.121,2020-02-08,"06"
"568",583,"Hawaii",1.02,6.223,2020-02-15,"07"
"569",584,"Hawaii",1.049,5.951,2020-02-22,"08"
"570",585,"Hawaii",1.275,6.047,2020-02-29,"09"
"571",586,"Hawaii",1.589,6.204,2020-03-07,"10"
"572",587,"Hawaii",8.817,6.477,2020-03-14,"11"
"573",588,"Hawaii",48.596,10.997,2020-03-21,"12"
"574",589,"Hawaii",53.102,32.226,2020-03-28,"13"
"575",590,"Hawaii",34.717,48.305,2020-04-04,"14"
"576",591,"Hawaii",26.591,72.261,2020-04-11,"15"
"577",592,"Hawaii",22.496,68.637,2020-04-18,"16"
"578",593,"Hawaii",15.177,88.11,2020-04-25,"17"
"579",594,"Hawaii",12.329,110.922,2020-05-02,"18"
"580",595,"Hawaii",10.964,145.711,2020-05-09,"19"
"581",596,"Hawaii",9.14,128.086,2020-05-16,"20"
"582",597,"Hawaii",7.702,124.939,2020-05-23,"21"
"583",598,"Hawaii",7.338,125.568,2020-05-30,"22"
"584",599,"Hawaii",7.248,114.119,2020-06-06,"23"
"585",600,"Hawaii",7.178,132.466,2020-06-13,"24"
"586",601,"Hawaii",8.193,128.99,2020-06-20,"25"
"587",602,"Hawaii",7.648,123.633,2020-06-27,"26"
"588",603,"Hawaii",7.668,128.65,2020-07-04,"27"
"589",604,"Hawaii",7.581,130.769,2020-07-11,"28"
"590",605,"Hawaii",5.885,130.209,2020-07-18,"29"
"591",606,"Hawaii",5.049,131.338,2020-07-25,"30"
"592",607,"Hawaii",5.296,123.924,2020-08-01,"31"
"593",608,"Hawaii",5.493,123.282,2020-08-08,"32"
"594",609,"Hawaii",5.775,115.43,2020-08-15,"33"
"595",610,"Hawaii",6.748,126.112,2020-08-22,"34"
"596",611,"Hawaii",7.464,126.406,2020-08-29,"35"
"597",612,"Hawaii",7.307,123.117,2020-09-05,"36"
"598",613,"Hawaii",6.757,132.614,2020-09-12,"37"
"599",614,"Hawaii",5.682,124.618,2020-09-19,"38"
"600",615,"Hawaii",5.083,111.316,2020-09-26,"39"
"601",616,"Hawaii",4.873,92.67,2020-10-03,"40"
"602",617,"Hawaii",5.104,78.241,2020-10-10,"41"
"603",618,"Hawaii",4.906,70.501,2020-10-17,"42"
"604",619,"Hawaii",4.689,61.296,2020-10-24,"43"
"605",620,"Hawaii",4.245,51.384,2020-10-31,"44"
"606",621,"Hawaii",4.328,43.905,2020-11-07,"45"
"607",622,"Hawaii",4.229,43.998,2020-11-14,"46"
"608",623,"Hawaii",3.543,34.962,2020-11-21,"47"
"609",624,"Hawaii",4.272,40.308,2020-11-28,"48"
"610",625,"Hawaii",4.628,34.758,2020-12-05,"49"
"611",626,"Hawaii",3.974,32.169,2020-12-12,"50"
"612",627,"Hawaii",3.464,28.831,2020-12-19,"51"
"613",629,"Idaho",2.131,11.483,2020-01-04,"01"
"614",630,"Idaho",2.172,11.931,2020-01-11,"02"
"615",631,"Idaho",1.821,11.833,2020-01-18,"03"
"616",632,"Idaho",1.446,11.337,2020-01-25,"04"
"617",633,"Idaho",1.443,11.389,2020-02-01,"05"
"618",634,"Idaho",1.356,11.334,2020-02-08,"06"
"619",635,"Idaho",1.114,11.275,2020-02-15,"07"
"620",636,"Idaho",998,10.587,2020-02-22,"08"
"621",637,"Idaho",938,10.167,2020-02-29,"09"
"622",638,"Idaho",1.031,9.336,2020-03-07,"10"
"623",639,"Idaho",13.586,7.869,2020-03-14,"11"
"624",640,"Idaho",32.941,15.523,2020-03-21,"12"
"625",641,"Idaho",30.904,35.915,2020-03-28,"13"
"626",642,"Idaho",18.531,59.139,2020-04-04,"14"
"627",643,"Idaho",13.023,67.722,2020-04-11,"15"
"628",644,"Idaho",8.827,71.416,2020-04-18,"16"
"629",645,"Idaho",7.495,71.794,2020-04-25,"17"
"630",646,"Idaho",5.795,65.478,2020-05-02,"18"
"631",647,"Idaho",5.8,60.121,2020-05-09,"19"
"632",648,"Idaho",4.727,56.692,2020-05-16,"20"
"633",649,"Idaho",3.646,51.035,2020-05-23,"21"
"634",650,"Idaho",3.953,47.779,2020-05-30,"22"
"635",651,"Idaho",3.631,36.764,2020-06-06,"23"
"636",652,"Idaho",4.285,33.06,2020-06-13,"24"
"637",653,"Idaho",5.417,30.886,2020-06-20,"25"
"638",654,"Idaho",4.924,29.09,2020-06-27,"26"
"639",655,"Idaho",5.458,28.766,2020-07-04,"27"
"640",656,"Idaho",5.687,27.622,2020-07-11,"28"
"641",657,"Idaho",4.703,26.445,2020-07-18,"29"
"642",658,"Idaho",3.607,25.369,2020-07-25,"30"
"643",659,"Idaho",3.25,20.263,2020-08-01,"31"
"644",660,"Idaho",3.644,18.772,2020-08-08,"32"
"645",661,"Idaho",3.794,16.414,2020-08-15,"33"
"646",662,"Idaho",3.686,14.423,2020-08-22,"34"
"647",663,"Idaho",3.804,13.021,2020-08-29,"35"
"648",664,"Idaho",3.672,11.51,2020-09-05,"36"
"649",665,"Idaho",3.437,10.708,2020-09-12,"37"
"650",666,"Idaho",2.995,9.895,2020-09-19,"38"
"651",667,"Idaho",2.955,9.144,2020-09-26,"39"
"652",668,"Idaho",3.519,8.386,2020-10-03,"40"
"653",669,"Idaho",3.293,8.215,2020-10-10,"41"
"654",670,"Idaho",3.863,8.024,2020-10-17,"42"
"655",671,"Idaho",3.919,8.124,2020-10-24,"43"
"656",672,"Idaho",5.03,7.96,2020-10-31,"44"
"657",673,"Idaho",5.06,8.31,2020-11-07,"45"
"658",674,"Idaho",4.732,8.793,2020-11-14,"46"
"659",675,"Idaho",3.991,9.245,2020-11-21,"47"
"660",676,"Idaho",5.075,10.549,2020-11-28,"48"
"661",677,"Idaho",4.083,10.63,2020-12-05,"49"
"662",678,"Idaho",3.956,11.225,2020-12-12,"50"
"663",679,"Idaho",4.226,11.706,2020-12-19,"51"
"664",681,"Illinois",12.703,136.523,2020-01-04,"01"
"665",682,"Illinois",14.807,133.967,2020-01-11,"02"
"666",683,"Illinois",9.762,131.469,2020-01-18,"03"
"667",684,"Illinois",9.343,143.239,2020-01-25,"04"
"668",685,"Illinois",9.794,130.9,2020-02-01,"05"
"669",686,"Illinois",8.045,133.765,2020-02-08,"06"
"670",687,"Illinois",11.812,131.171,2020-02-15,"07"
"671",688,"Illinois",8.98,132.123,2020-02-22,"08"
"672",689,"Illinois",8.727,136.396,2020-02-29,"09"
"673",690,"Illinois",11.305,130.293,2020-03-07,"10"
"674",691,"Illinois",126.716,125.422,2020-03-14,"11"
"675",692,"Illinois",185.575,132.058,2020-03-21,"12"
"676",693,"Illinois",202.157,263.018,2020-03-28,"13"
"677",694,"Illinois",140.787,452.826,2020-04-04,"14"
"678",695,"Illinois",118.996,569.2,2020-04-11,"15"
"679",696,"Illinois",101.322,681.002,2020-04-18,"16"
"680",697,"Illinois",74.476,695.971,2020-04-25,"17"
"681",698,"Illinois",72.671,755.912,2020-05-02,"18"
"682",699,"Illinois",72.78,733.542,2020-05-09,"19"
"683",700,"Illinois",58.263,762.367,2020-05-16,"20"
"684",701,"Illinois",46.385,719.779,2020-05-23,"21"
"685",702,"Illinois",44.606,741.738,2020-05-30,"22"
"686",703,"Illinois",44.694,710.279,2020-06-06,"23"
"687",704,"Illinois",46.276,705.839,2020-06-13,"24"
"688",705,"Illinois",45.752,676.722,2020-06-20,"25"
"689",706,"Illinois",39.015,667.46,2020-06-27,"26"
"690",707,"Illinois",38.261,664.763,2020-07-04,"27"
"691",708,"Illinois",36.435,655.951,2020-07-11,"28"
"692",709,"Illinois",33.23,648.727,2020-07-18,"29"
"693",710,"Illinois",25.274,631.032,2020-07-25,"30"
"694",711,"Illinois",22.934,617.131,2020-08-01,"31"
"695",712,"Illinois",22.406,604.288,2020-08-08,"32"
"696",713,"Illinois",26.262,593.305,2020-08-15,"33"
"697",714,"Illinois",26.194,558.651,2020-08-22,"34"
"698",715,"Illinois",25.478,552.436,2020-08-29,"35"
"699",716,"Illinois",27.384,507.88,2020-09-05,"36"
"700",717,"Illinois",25.976,536.818,2020-09-12,"37"
"701",718,"Illinois",29.39,502.314,2020-09-19,"38"
"702",719,"Illinois",36.267,483.981,2020-09-26,"39"
"703",720,"Illinois",47.528,447.06,2020-10-03,"40"
"704",721,"Illinois",46.948,402.23,2020-10-10,"41"
"705",722,"Illinois",53.138,379.952,2020-10-17,"42"
"706",723,"Illinois",73.515,342.745,2020-10-24,"43"
"707",724,"Illinois",67.381,334.962,2020-10-31,"44"
"708",725,"Illinois",46.8,346.574,2020-11-07,"45"
"709",726,"Illinois",65.596,333.669,2020-11-14,"46"
"710",727,"Illinois",74.131,298.57,2020-11-21,"47"
"711",728,"Illinois",107.616,334.287,2020-11-28,"48"
"712",729,"Illinois",138.359,330.384,2020-12-05,"49"
"713",730,"Illinois",145.054,338.024,2020-12-12,"50"
"714",731,"Illinois",110.486,327.644,2020-12-19,"51"
"715",733,"Indiana",4.89,21.524,2020-01-04,"01"
"716",734,"Indiana",3.741,21.626,2020-01-11,"02"
"717",735,"Indiana",2.956,21.366,2020-01-18,"03"
"718",736,"Indiana",3.016,22.017,2020-01-25,"04"
"719",737,"Indiana",2.725,22.212,2020-02-01,"05"
"720",738,"Indiana",2.556,22.352,2020-02-08,"06"
"721",739,"Indiana",2.979,22.913,2020-02-15,"07"
"722",740,"Indiana",2.276,22.994,2020-02-22,"08"
"723",741,"Indiana",2.223,22.586,2020-02-29,"09"
"724",742,"Indiana",2.596,21.473,2020-03-07,"10"
"725",743,"Indiana",59.755,20.778,2020-03-14,"11"
"726",744,"Indiana",139.174,28.987,2020-03-21,"12"
"727",745,"Indiana",127.01,71.737,2020-03-28,"13"
"728",746,"Indiana",113.755,147.583,2020-04-04,"14"
"729",747,"Indiana",72.756,206.386,2020-04-11,"15"
"730",748,"Indiana",55.774,253.929,2020-04-18,"16"
"731",749,"Indiana",42.29,271.248,2020-04-25,"17"
"732",750,"Indiana",29.668,285.46,2020-05-02,"18"
"733",751,"Indiana",29.436,270.385,2020-05-09,"19"
"734",752,"Indiana",25.523,253.536,2020-05-16,"20"
"735",753,"Indiana",22.914,233.869,2020-05-23,"21"
"736",754,"Indiana",22.931,221.056,2020-05-30,"22"
"737",755,"Indiana",24.017,211.255,2020-06-06,"23"
"738",756,"Indiana",29.331,201.242,2020-06-13,"24"
"739",757,"Indiana",44.827,191.288,2020-06-20,"25"
"740",758,"Indiana",22.102,183.968,2020-06-27,"26"
"741",759,"Indiana",28.36,190.169,2020-07-04,"27"
"742",760,"Indiana",17.911,190.854,2020-07-11,"28"
"743",761,"Indiana",20.129,228.226,2020-07-18,"29"
"744",762,"Indiana",12.551,223.895,2020-07-25,"30"
"745",763,"Indiana",10.624,199.336,2020-08-01,"31"
"746",764,"Indiana",11.569,183.083,2020-08-08,"32"
"747",765,"Indiana",10.597,170.341,2020-08-15,"33"
"748",766,"Indiana",10.779,164.569,2020-08-22,"34"
"749",767,"Indiana",11.255,158.742,2020-08-29,"35"
"750",768,"Indiana",13.245,164.615,2020-09-05,"36"
"751",769,"Indiana",11.702,161.143,2020-09-12,"37"
"752",770,"Indiana",10.209,150.463,2020-09-19,"38"
"753",771,"Indiana",10.076,129.538,2020-09-26,"39"
"754",772,"Indiana",17.916,118.93,2020-10-03,"40"
"755",773,"Indiana",15.421,113.496,2020-10-10,"41"
"756",774,"Indiana",13.407,103.977,2020-10-17,"42"
"757",775,"Indiana",13.413,96.385,2020-10-24,"43"
"758",776,"Indiana",14.111,87.474,2020-10-31,"44"
"759",777,"Indiana",15.422,81.938,2020-11-07,"45"
"760",778,"Indiana",18.829,84.966,2020-11-14,"46"
"761",779,"Indiana",20.575,78.674,2020-11-21,"47"
"762",780,"Indiana",23.622,84.79,2020-11-28,"48"
"763",781,"Indiana",15.702,78.703,2020-12-05,"49"
"764",782,"Indiana",12.234,73.506,2020-12-12,"50"
"765",783,"Indiana",12.013,73.868,2020-12-19,"51"
"766",785,"Iowa",4.836,34.54,2020-01-04,"01"
"767",786,"Iowa",3.615,29.625,2020-01-11,"02"
"768",787,"Iowa",3.115,30.369,2020-01-18,"03"
"769",788,"Iowa",3.066,30.89,2020-01-25,"04"
"770",789,"Iowa",2.379,30.789,2020-02-01,"05"
"771",790,"Iowa",2.239,30.799,2020-02-08,"06"
"772",791,"Iowa",2.631,30.741,2020-02-15,"07"
"773",792,"Iowa",2.24,30.516,2020-02-22,"08"
"774",793,"Iowa",2.221,29.424,2020-02-29,"09"
"775",794,"Iowa",2.229,27.816,2020-03-07,"10"
"776",795,"Iowa",40.952,26.496,2020-03-14,"11"
"777",796,"Iowa",55.966,53.65,2020-03-21,"12"
"778",797,"Iowa",64.194,91.631,2020-03-28,"13"
"779",798,"Iowa",43.889,127.332,2020-04-04,"14"
"780",799,"Iowa",26.901,150.445,2020-04-11,"15"
"781",800,"Iowa",27.22,168.971,2020-04-18,"16"
"782",801,"Iowa",23.241,179.61,2020-04-25,"17"
"783",802,"Iowa",15.82,189.643,2020-05-02,"18"
"784",803,"Iowa",12.056,184.641,2020-05-09,"19"
"785",804,"Iowa",13.723,178.559,2020-05-16,"20"
"786",805,"Iowa",6.449,162.562,2020-05-23,"21"
"787",806,"Iowa",9.488,158.268,2020-05-30,"22"
"788",807,"Iowa",9.069,152.739,2020-06-06,"23"
"789",808,"Iowa",8.208,152.781,2020-06-13,"24"
"790",809,"Iowa",7.732,141.748,2020-06-20,"25"
"791",810,"Iowa",9.957,134.215,2020-06-27,"26"
"792",811,"Iowa",10.653,134.284,2020-07-04,"27"
"793",812,"Iowa",8.807,115.93,2020-07-11,"28"
"794",813,"Iowa",6.97,110.042,2020-07-18,"29"
"795",814,"Iowa",6.314,104.316,2020-07-25,"30"
"796",815,"Iowa",4.888,92.1,2020-08-01,"31"
"797",816,"Iowa",5.997,82.442,2020-08-08,"32"
"798",817,"Iowa",6.384,83.312,2020-08-15,"33"
"799",818,"Iowa",5.914,75.877,2020-08-22,"34"
"800",819,"Iowa",5.252,70.953,2020-08-29,"35"
"801",820,"Iowa",4.652,65.422,2020-09-05,"36"
"802",821,"Iowa",6.117,62.938,2020-09-12,"37"
"803",822,"Iowa",4.616,58.419,2020-09-19,"38"
"804",823,"Iowa",4.288,51.56,2020-09-26,"39"
"805",824,"Iowa",4.192,46.409,2020-10-03,"40"
"806",825,"Iowa",4.215,42.103,2020-10-10,"41"
"807",826,"Iowa",4.351,39.825,2020-10-17,"42"
"808",827,"Iowa",4.609,36.982,2020-10-24,"43"
"809",828,"Iowa",5.217,35.213,2020-10-31,"44"
"810",829,"Iowa",5.992,34.802,2020-11-07,"45"
"811",830,"Iowa",8.93,36.802,2020-11-14,"46"
"812",831,"Iowa",5.357,33.712,2020-11-21,"47"
"813",832,"Iowa",10.112,42.382,2020-11-28,"48"
"814",833,"Iowa",6.526,38.118,2020-12-05,"49"
"815",834,"Iowa",7.271,37.492,2020-12-12,"50"
"816",835,"Iowa",7.141,38.023,2020-12-19,"51"
"817",837,"Kansas",2.14,11.431,2020-01-04,"01"
"818",838,"Kansas",2.402,10.638,2020-01-11,"02"
"819",839,"Kansas",2.557,11.182,2020-01-18,"03"
"820",840,"Kansas",2,12.301,2020-01-25,"04"
"821",841,"Kansas",2.107,11.809,2020-02-01,"05"
"822",842,"Kansas",2.076,11.666,2020-02-08,"06"
"823",843,"Kansas",1.494,12.003,2020-02-15,"07"
"824",844,"Kansas",1.517,11.505,2020-02-22,"08"
"825",845,"Kansas",1.365,11.003,2020-02-29,"09"
"826",846,"Kansas",1.755,9.771,2020-03-07,"10"
"827",847,"Kansas",19.356,7.541,2020-03-14,"11"
"828",848,"Kansas",43.703,13.489,2020-03-21,"12"
"829",849,"Kansas",36.497,41.29,2020-03-28,"13"
"830",850,"Kansas",24.871,62.281,2020-04-04,"14"
"831",851,"Kansas",24.33,77.4,2020-04-11,"15"
"832",852,"Kansas",22.726,94.197,2020-04-18,"16"
"833",853,"Kansas",11.916,102.329,2020-04-25,"17"
"834",854,"Kansas",10.259,98.714,2020-05-02,"18"
"835",855,"Kansas",8.246,91.635,2020-05-09,"19"
"836",856,"Kansas",9.48,92.794,2020-05-16,"20"
"837",857,"Kansas",7.966,90.165,2020-05-23,"21"
"838",858,"Kansas",6.898,86.537,2020-05-30,"22"
"839",859,"Kansas",7.039,78.912,2020-06-06,"23"
"840",860,"Kansas",8.174,75.709,2020-06-13,"24"
"841",861,"Kansas",10.411,76.479,2020-06-20,"25"
"842",862,"Kansas",7.883,79.513,2020-06-27,"26"
"843",863,"Kansas",13.384,78.783,2020-07-04,"27"
"844",864,"Kansas",6.285,77.528,2020-07-11,"28"
"845",865,"Kansas",6.313,72.188,2020-07-18,"29"
"846",866,"Kansas",4.933,78.354,2020-07-25,"30"
"847",867,"Kansas",4.756,66.631,2020-08-01,"31"
"848",868,"Kansas",5.022,60.748,2020-08-08,"32"
"849",869,"Kansas",4.886,56.479,2020-08-15,"33"
"850",870,"Kansas",5.734,52.943,2020-08-22,"34"
"851",871,"Kansas",5.445,52.804,2020-08-29,"35"
"852",872,"Kansas",5.248,50.497,2020-09-05,"36"
"853",873,"Kansas",6.494,45.11,2020-09-12,"37"
"854",874,"Kansas",6.651,39.518,2020-09-19,"38"
"855",875,"Kansas",7.14,36.516,2020-09-26,"39"
"856",876,"Kansas",7.926,32.292,2020-10-03,"40"
"857",877,"Kansas",10.5,33.227,2020-10-10,"41"
"858",878,"Kansas",10.069,33.3,2020-10-17,"42"
"859",879,"Kansas",12.407,33.375,2020-10-24,"43"
"860",880,"Kansas",10.587,33.131,2020-10-31,"44"
"861",881,"Kansas",11.751,30.425,2020-11-07,"45"
"862",882,"Kansas",15.864,37.274,2020-11-14,"46"
"863",883,"Kansas",15.411,35.94,2020-11-21,"47"
"864",884,"Kansas",21.346,46.705,2020-11-28,"48"
"865",885,"Kansas",23.519,56.369,2020-12-05,"49"
"866",886,"Kansas",20.337,65.207,2020-12-12,"50"
"867",887,"Kansas",16.607,69.353,2020-12-19,"51"
"868",889,"Kentucky",3.968,25.124,2020-01-04,"01"
"869",890,"Kentucky",3.084,24.066,2020-01-11,"02"
"870",891,"Kentucky",2.569,22.874,2020-01-18,"03"
"871",892,"Kentucky",2.625,23.219,2020-01-25,"04"
"872",893,"Kentucky",2.936,22.937,2020-02-01,"05"
"873",894,"Kentucky",2.813,23.076,2020-02-08,"06"
"874",895,"Kentucky",2.508,22.623,2020-02-15,"07"
"875",896,"Kentucky",2.223,23.733,2020-02-22,"08"
"876",897,"Kentucky",2.463,22.77,2020-02-29,"09"
"877",898,"Kentucky",2.785,22.94,2020-03-07,"10"
"878",899,"Kentucky",49.023,22.328,2020-03-14,"11"
"879",900,"Kentucky",113.149,24.361,2020-03-21,"12"
"880",901,"Kentucky",117.575,130.151,2020-03-28,"13"
"881",902,"Kentucky",116.277,182.097,2020-04-04,"14"
"882",903,"Kentucky",103.981,199.03,2020-04-11,"15"
"883",904,"Kentucky",91.223,260.662,2020-04-18,"16"
"884",905,"Kentucky",69.372,256.2,2020-04-25,"17"
"885",906,"Kentucky",69.372,253.186,2020-05-02,"18"
"886",907,"Kentucky",47.321,246.575,2020-05-09,"19"
"887",908,"Kentucky",54.023,245.804,2020-05-16,"20"
"888",909,"Kentucky",43.013,205.804,2020-05-23,"21"
"889",910,"Kentucky",40.733,197.472,2020-05-30,"22"
"890",911,"Kentucky",37.65,180.952,2020-06-06,"23"
"891",912,"Kentucky",24.846,171.917,2020-06-13,"24"
"892",913,"Kentucky",30.64,159.343,2020-06-20,"25"
"893",914,"Kentucky",23.282,150.522,2020-06-27,"26"
"894",915,"Kentucky",24.544,158.381,2020-07-04,"27"
"895",916,"Kentucky",24.488,145.825,2020-07-11,"28"
"896",917,"Kentucky",21.041,141.055,2020-07-18,"29"
"897",918,"Kentucky",21.02,136.509,2020-07-25,"30"
"898",919,"Kentucky",17.465,141.583,2020-08-01,"31"
"899",920,"Kentucky",18.266,128.187,2020-08-08,"32"
"900",921,"Kentucky",16.321,127.603,2020-08-15,"33"
"901",922,"Kentucky",16.504,116.383,2020-08-22,"34"
"902",923,"Kentucky",9.285,119.639,2020-08-29,"35"
"903",924,"Kentucky",8.672,106.835,2020-09-05,"36"
"904",925,"Kentucky",8.413,112.884,2020-09-12,"37"
"905",926,"Kentucky",7.52,100.938,2020-09-19,"38"
"906",927,"Kentucky",5.687,94.187,2020-09-26,"39"
"907",928,"Kentucky",5.969,80.246,2020-10-03,"40"
"908",929,"Kentucky",5.951,73.637,2020-10-10,"41"
"909",930,"Kentucky",5.325,61.867,2020-10-17,"42"
"910",931,"Kentucky",9.193,58.831,2020-10-24,"43"
"911",932,"Kentucky",4.363,50.778,2020-10-31,"44"
"912",933,"Kentucky",8.133,51.714,2020-11-07,"45"
"913",934,"Kentucky",10.983,44.098,2020-11-14,"46"
"914",935,"Kentucky",9.319,44.141,2020-11-21,"47"
"915",936,"Kentucky",8.168,46.877,2020-11-28,"48"
"916",937,"Kentucky",7.259,47.531,2020-12-05,"49"
"917",938,"Kentucky",8.459,46.95,2020-12-12,"50"
"918",939,"Kentucky",12.8,41.834,2020-12-19,"51"
"919",941,"Louisiana",2.521,15.957,2020-01-04,"01"
"920",942,"Louisiana",2.008,16.076,2020-01-11,"02"
"921",943,"Louisiana",1.878,15.5,2020-01-18,"03"
"922",944,"Louisiana",2.058,16.189,2020-01-25,"04"
"923",945,"Louisiana",1.805,15.051,2020-02-01,"05"
"924",946,"Louisiana",1.739,15.057,2020-02-08,"06"
"925",947,"Louisiana",1.798,14.64,2020-02-15,"07"
"926",948,"Louisiana",1.509,15.289,2020-02-22,"08"
"927",949,"Louisiana",1.698,14.199,2020-02-29,"09"
"928",950,"Louisiana",2.255,13.987,2020-03-07,"10"
