,State,Filed week ended,Initial Claims,Refelcting Week Ended,Continued Claims,Covered Employment,Insured Unemployment Rate,Unnamed: 7,Unnamed: 8
306,Colorado,10-24-2020,6.071,10/17/2020,105.759,"2,692,685",1993-03-01 00:00:00,,
307,Colorado,10-31-2020,7.138,10/24/2020,96.782,"2,692,685",1959-03-01 00:00:00,,
308,Colorado,,7.516,10/31/2020,92.367,"2,692,685",1943-03-01 00:00:00,,
309,Colorado,11-14-2020,9.205,11.07.2020,86.785,"2,692,685",2022-03-01 00:00:00,,
310,Colorado,11-21-2020,15.266,11/14/2020,86.082,"2,692,685",2020-03-01 00:00:00,,
311,Colorado,11-28-2020,17.171,11/21/2020,79.697,"2,692,685",1996-02-01 00:00:00,,
312,Colorado,,19.087,11/28/2020,91.648,"2,692,685",1940-03-01 00:00:00,,
313,Colorado,,19.897,12.05.2020,97.572,"2,692,685",1962-03-01 00:00:00,,
314,Colorado,12-19-2020,18.165,12.12.2020,98.885,"2,692,685",1967-03-01 00:00:00,,
315,Colorado,12-26-2020,16.702,12/19/2020,103.251,"2,692,685",1983-03-01 00:00:00,,
316,Connecticut,,7.852,12/28/2019,46.562,"1,655,540",1981-02-01 00:00:00,,
317,Connecticut,,5.986,01.04.2020,47.54,"1,654,391",1987-02-01 00:00:00,,
318,Connecticut,01-18-2020,3.776,01.11.2020,42.483,"1,654,391",1957-02-01 00:00:00,,
319,Connecticut,01-25-2020,2.949,01/18/2020,41.76,"1,654,391",1952-02-01 00:00:00,,
320,Connecticut,,2.994,01/25/2020,41.725,"1,654,391",1952-02-01 00:00:00,,
321,Connecticut,,2.944,02.01.2020,41.633,"1,654,391",1952-02-01 00:00:00,,
322,Connecticut,02-15-2020,2.52,02.08.2020,39.384,"1,654,391",1938-02-01 00:00:00,,
323,Connecticut,02-22-2020,2.435,02/15/2020,41.691,"1,654,391",1952-02-01 00:00:00,,
324,Connecticut,02-29-2020,2.843,02/22/2020,42.168,"1,654,391",1955-02-01 00:00:00,,
325,Connecticut,,2.527,02/29/2020,40.638,"1,654,391",1946-02-01 00:00:00,,
326,Connecticut,03-14-2020,3.44,03.07.2020,39.786,"1,654,391",1940-02-01 00:00:00,,
327,Connecticut,03-21-2020,25.1,03/14/2020,44.194,"1,654,391",1967-02-01 00:00:00,,
328,Connecticut,03-28-2020,33.227,03/21/2020,80.861,"1,654,391",1989-04-01 00:00:00,,
329,Connecticut,,33.464,03/28/2020,147.939,"1,654,391",1994-08-01 00:00:00,,
330,Connecticut,,34.05,04.04.2020,189.196,"1,653,302",1944-11-01 00:00:00,,
331,Connecticut,04-18-2020,102.808,04.11.2020,306.047,"1,653,302",18.51,,
332,Connecticut,04-25-2020,33.041,04/18/2020,309.111,"1,653,302",18.70,,
333,Connecticut,,36.138,04/25/2020,297.549,"1,653,302",18.00,,
334,Connecticut,,30.046,05.02.2020,319.529,"1,653,302",19.33,,
335,Connecticut,05-16-2020,25.96,05.09.2020,297.088,"1,653,302",17.97,,
336,Connecticut,05-23-2020,16.603,05/16/2020,272.695,"1,653,302",16.49,,
337,Connecticut,05-30-2020,14.208,05/23/2020,248.663,"1,653,302",2021-04-15 00:00:00,,
338,Connecticut,,15.366,05/30/2020,269.117,"1,653,302",16.28,,
339,Connecticut,06-13-2020,11.852,06.06.2020,260.518,"1,653,302",15.76,,
340,Connecticut,06-20-2020,10.411,06/13/2020,250.774,"1,653,302",15.17,,
341,Connecticut,06-27-2020,10.133,06/20/2020,247.195,"1,653,302",14.95,,
342,Connecticut,,12.267,06/27/2020,251.926,"1,653,302",15.24,,
343,Connecticut,,9.955,07.04.2020,254.461,"1,652,033",15.40,,
344,Connecticut,07-18-2020,11.667,07.11.2020,249.732,"1,652,033",2021-12-15 00:00:00,,
345,Connecticut,07-25-2020,11.181,07/18/2020,251.76,"1,652,033",15.24,,
346,Connecticut,,10.537,07/25/2020,252.297,"1,652,033",15.27,,
347,Connecticut,,7.431,08.01.2020,231.207,"1,652,033",14.00,,
348,Connecticut,08-15-2020,9.432,08.08.2020,224.521,"1,652,033",13.59,,
349,Connecticut,08-22-2020,6.269,08/15/2020,230.642,"1,652,033",13.96,,
350,Connecticut,08-29-2020,5.404,08/22/2020,242.193,"1,652,033",14.66,,
351,Connecticut,,4.741,08/29/2020,196.677,"1,652,033",1991-11-01 00:00:00,,
352,Connecticut,,5.175,09.05.2020,167.339,"1,652,033",2013-10-01 00:00:00,,
353,Connecticut,09-19-2020,5.141,09.12.2020,175.902,"1,652,033",1965-10-01 00:00:00,,
354,Connecticut,09-26-2020,5.015,09/19/2020,161.782,"1,652,033",1979-09-01 00:00:00,,
355,Connecticut,,4.617,09/26/2020,137.325,"1,652,033",1931-08-01 00:00:00,,
356,Connecticut,,4.734,10.03.2020,121.369,"1,651,883",1935-07-01 00:00:00,,
357,Connecticut,10-17-2020,4.395,10.10.2020,96.689,"1,651,883",1985-05-01 00:00:00,,
358,Connecticut,10-24-2020,6.016,10/17/2020,101.11,"1,651,883",2021-12-06 00:00:00,,
359,Connecticut,10-31-2020,4.878,10/24/2020,96.577,"1,651,883",1985-05-01 00:00:00,,
360,Connecticut,,5.126,10/31/2020,90.341,"1,651,883",1947-05-01 00:00:00,,
361,Connecticut,11-14-2020,5.584,11.07.2020,83.277,"1,651,883",2021-04-05 00:00:00,,
362,Connecticut,11-21-2020,6.641,11/14/2020,78.742,"1,651,883",1977-04-01 00:00:00,,
363,Connecticut,11-28-2020,5.949,11/21/2020,74.606,"1,651,883",1952-04-01 00:00:00,,
364,Connecticut,,7.796,11/28/2020,75.578,"1,651,883",1958-04-01 00:00:00,,
365,Connecticut,,8.383,12.05.2020,74.718,"1,651,883",1952-04-01 00:00:00,,
366,Connecticut,12-19-2020,7.588,12.12.2020,73.906,"1,651,883",1947-04-01 00:00:00,,
367,Connecticut,12-26-2020,8.748,12/19/2020,73.73,"1,651,883",1946-04-01 00:00:00,,
368,Delaware,,875,12/28/2019,6.881,441.663,1956-01-01 00:00:00,,
369,Delaware,,1.107,01.04.2020,7.083,443.288,1960-01-01 00:00:00,,
370,Delaware,01-18-2020,830,01.11.2020,5.967,443.288,1935-01-01 00:00:00,,
371,Delaware,01-25-2020,674,01/18/2020,5.703,443.288,2029-01-01 00:00:00,,
372,Delaware,,622,01/25/2020,6.83,443.288,1954-01-01 00:00:00,,
373,Delaware,,608,02.01.2020,5.888,443.288,1933-01-01 00:00:00,,
374,Delaware,02-15-2020,610,02.08.2020,5.917,443.288,1933-01-01 00:00:00,,
375,Delaware,02-22-2020,632,02/15/2020,5.921,443.288,1934-01-01 00:00:00,,
376,Delaware,02-29-2020,524,02/22/2020,6.742,443.288,1952-01-01 00:00:00,,
377,Delaware,,518,02/29/2020,5.48,443.288,2024-01-01 00:00:00,,
378,Delaware,03-14-2020,472,03.07.2020,5.31,443.288,2020-01-01 00:00:00,,
379,Delaware,03-21-2020,10.776,03/14/2020,5.297,443.288,2019-01-01 00:00:00,,
380,Delaware,03-28-2020,19.137,03/21/2020,11.506,443.288,1960-02-01 00:00:00,,
381,Delaware,,18.851,03/28/2020,19.442,443.288,1939-04-01 00:00:00,,
382,Delaware,,13.258,04.04.2020,29.577,445.741,1964-06-01 00:00:00,,
383,Delaware,04-18-2020,9.446,04.11.2020,38.451,445.741,1963-08-01 00:00:00,,
384,Delaware,04-25-2020,7.947,04/18/2020,44.977,445.741,2021-09-10 00:00:00,,
385,Delaware,,6.297,04/25/2020,52.501,445.741,1978-11-01 00:00:00,,
386,Delaware,,5.197,05.02.2020,50.205,445.741,2026-11-01 00:00:00,,
387,Delaware,05-16-2020,5.554,05.09.2020,51.01,445.741,1944-11-01 00:00:00,,
388,Delaware,05-23-2020,4.651,05/16/2020,50.78,445.741,1939-11-01 00:00:00,,
389,Delaware,05-30-2020,3.052,05/23/2020,55.172,445.741,1938-12-01 00:00:00,,
390,Delaware,,3.037,05/30/2020,49.659,445.741,2014-11-01 00:00:00,,
391,Delaware,06-13-2020,2.516,06.06.2020,47.115,445.741,1957-10-01 00:00:00,,
392,Delaware,06-20-2020,2.797,06/13/2020,45.112,445.741,2021-12-10 00:00:00,,
393,Delaware,06-27-2020,2.771,06/20/2020,44.034,445.741,1988-09-01 00:00:00,,
394,Delaware,,2.791,06/27/2020,45.598,445.741,2023-10-01 00:00:00,,
395,Delaware,,3.167,07.04.2020,42.194,446.976,1944-09-01 00:00:00,,
396,Delaware,07-18-2020,2.72,07.11.2020,41.572,446.976,1930-09-01 00:00:00,,
397,Delaware,07-25-2020,2.563,07/18/2020,40.923,446.976,2016-09-01 00:00:00,,
398,Delaware,,2.133,07/25/2020,42.352,446.976,1948-09-01 00:00:00,,
399,Delaware,,1.76,08.01.2020,36.026,446.976,2021-06-08 00:00:00,,
400,Delaware,08-15-2020,1.927,08.08.2020,35.186,446.976,1987-07-01 00:00:00,,
401,Delaware,08-22-2020,1.678,08/15/2020,33.171,446.976,1942-07-01 00:00:00,,
402,Delaware,08-29-2020,1.577,08/22/2020,31.974,446.976,2015-07-01 00:00:00,,
403,Delaware,,1.629,08/29/2020,32.327,446.976,2023-07-01 00:00:00,,
404,Delaware,,1.598,09.05.2020,29.534,446.976,1961-06-01 00:00:00,,
405,Delaware,09-19-2020,1.775,09.12.2020,28.983,446.976,1948-06-01 00:00:00,,
406,Delaware,09-26-2020,1.815,09/19/2020,26.824,446.976,6.00,,
407,Delaware,,1.776,09/26/2020,24.183,446.976,1941-05-01 00:00:00,,
408,Delaware,,2.01,10.03.2020,21.355,451.429,1973-04-01 00:00:00,,
409,Delaware,10-17-2020,1.715,10.10.2020,19.228,451.429,2026-04-01 00:00:00,,
410,Delaware,10-24-2020,1.657,10/17/2020,17.349,451.429,1984-03-01 00:00:00,,
411,Delaware,10-31-2020,1.578,10/24/2020,16.181,451.429,1958-03-01 00:00:00,,
412,Delaware,,1.522,10/31/2020,14.391,451.429,2019-03-01 00:00:00,,
413,Delaware,11-14-2020,1.508,11.07.2020,13.404,451.429,1997-02-01 00:00:00,,
414,Delaware,11-21-2020,1.869,11/14/2020,12.992,451.429,1988-02-01 00:00:00,,
415,Delaware,11-28-2020,1.533,11/21/2020,12.103,451.429,1968-02-01 00:00:00,,
416,Delaware,,2.037,11/28/2020,13.535,451.429,3.00,,
417,Delaware,,4.392,12.05.2020,12.554,451.429,1978-02-01 00:00:00,,
418,Delaware,12-19-2020,1.512,12.12.2020,12.202,451.429,1970-02-01 00:00:00,,
419,Delaware,12-26-2020,2.386,12/19/2020,12.324,451.429,1973-02-01 00:00:00,,
420,District of Columbia,,481,12/28/2019,7.198,576.878,2025-01-01 00:00:00,,
421,District of Columbia,,706,01.04.2020,7.102,578.035,2023-01-01 00:00:00,,
422,District of Columbia,01-18-2020,594,01.11.2020,7.271,578.035,2026-01-01 00:00:00,,
423,District of Columbia,01-25-2020,534,01/18/2020,7.149,578.035,2024-01-01 00:00:00,,
424,District of Columbia,,539,01/25/2020,7.139,578.035,2024-01-01 00:00:00,,
425,District of Columbia,,508,02.01.2020,7.156,578.035,2024-01-01 00:00:00,,
426,District of Columbia,02-15-2020,473,02.08.2020,7.079,578.035,2022-01-01 00:00:00,,
427,District of Columbia,02-22-2020,422,02/15/2020,7.003,578.035,2021-01-01 00:00:00,,
428,District of Columbia,02-29-2020,452,02/22/2020,7.02,578.035,2021-01-01 00:00:00,,
429,District of Columbia,,471,02/29/2020,6.792,578.035,2018-01-01 00:00:00,,
430,District of Columbia,03-14-2020,1.213,03.07.2020,6.746,578.035,2017-01-01 00:00:00,,
431,District of Columbia,03-21-2020,14.462,03/14/2020,7.378,578.035,2028-01-01 00:00:00,,
432,District of Columbia,03-28-2020,15.869,03/21/2020,17.661,578.035,2021-06-03 00:00:00,,
433,District of Columbia,,15.329,03/28/2020,31.385,578.035,1943-05-01 00:00:00,,
434,District of Columbia,,9.974,04.04.2020,42.224,579.419,2029-07-01 00:00:00,,
435,District of Columbia,04-18-2020,8.639,04.11.2020,47.465,579.419,2019-08-01 00:00:00,,
436,District of Columbia,04-25-2020,8.708,04/18/2020,52.534,579.419,2021-07-09 00:00:00,,
437,District of Columbia,,8.113,04/25/2020,58.634,579.419,2021-12-10 00:00:00,,
438,District of Columbia,,5.782,05.02.2020,65.298,579.419,2027-11-01 00:00:00,,
439,District of Columbia,05-16-2020,5.196,05.09.2020,68.844,579.419,1988-11-01 00:00:00,,
440,District of Columbia,05-23-2020,5.135,05/16/2020,70.103,579.419,2021-10-12 00:00:00,,
441,District of Columbia,05-30-2020,3.559,05/23/2020,70.671,579.419,2020-12-01 00:00:00,,
442,District of Columbia,,3.385,05/30/2020,72.023,579.419,1943-12-01 00:00:00,,
443,District of Columbia,06-13-2020,3.065,06.06.2020,72.934,579.419,1959-12-01 00:00:00,,
444,District of Columbia,06-20-2020,3.073,06/13/2020,72.927,579.419,1959-12-01 00:00:00,,
445,District of Columbia,06-27-2020,3.132,06/20/2020,72.807,579.419,1957-12-01 00:00:00,,
446,District of Columbia,,2.858,06/27/2020,72.802,579.419,1956-12-01 00:00:00,,
447,District of Columbia,,3.3,07.04.2020,72.525,580.956,1948-12-01 00:00:00,,
448,District of Columbia,07-18-2020,3.053,07.11.2020,73.115,580.956,1959-12-01 00:00:00,,
449,District of Columbia,07-25-2020,2.712,07/18/2020,72.71,580.956,1952-12-01 00:00:00,,
450,District of Columbia,,2.25,07/25/2020,72.931,580.956,1955-12-01 00:00:00,,
451,District of Columbia,,1.797,08.01.2020,70.887,580.956,2020-12-01 00:00:00,,
452,District of Columbia,08-15-2020,1.979,08.08.2020,69.64,580.956,1999-11-01 00:00:00,,
453,District of Columbia,08-22-2020,1.645,08/15/2020,68.248,580.956,1975-11-01 00:00:00,,
454,District of Columbia,08-29-2020,1.468,08/22/2020,66.87,580.956,1951-11-01 00:00:00,,
455,District of Columbia,,1.493,08/29/2020,65.456,580.956,2027-11-01 00:00:00,,
456,District of Columbia,,1.46,09.05.2020,65.671,580.956,1930-11-01 00:00:00,,
457,District of Columbia,09-19-2020,1.549,09.12.2020,64.903,580.956,2017-11-01 00:00:00,,
458,District of Columbia,09-26-2020,1.889,09/19/2020,60.168,580.956,1936-10-01 00:00:00,,
459,District of Columbia,,1.649,09/26/2020,53.11,580.956,2014-09-01 00:00:00,,
460,District of Columbia,,1.912,10.03.2020,49.067,583.16,1941-08-01 00:00:00,,
461,District of Columbia,10-17-2020,1.559,10.10.2020,45.879,583.16,1987-07-01 00:00:00,,
462,District of Columbia,10-24-2020,1.473,10/17/2020,41.417,583.16,2021-10-07 00:00:00,,
463,District of Columbia,10-31-2020,1.347,10/24/2020,37.76,583.16,1948-06-01 00:00:00,,
464,District of Columbia,,1.341,10/31/2020,34.991,583.16,6.00,,
465,District of Columbia,11-14-2020,1.38,11.07.2020,32.874,583.16,1964-05-01 00:00:00,,
466,District of Columbia,11-21-2020,1.125,11/14/2020,32.201,583.16,1952-05-01 00:00:00,,
467,District of Columbia,11-28-2020,1.11,11/21/2020,29.275,583.16,2021-02-05 00:00:00,,
468,District of Columbia,,1.679,11/28/2020,29.411,583.16,2021-04-05 00:00:00,,
469,District of Columbia,,1.81,12.05.2020,28.191,583.16,1983-04-01 00:00:00,,
470,District of Columbia,12-19-2020,1.87,12.12.2020,27.772,583.16,1976-04-01 00:00:00,,
471,District of Columbia,12-26-2020,1.655,12/19/2020,26.58,583.16,1956-04-01 00:00:00,,
472,Florida,,4.618,12/28/2019,36.189,"8,608,066",0.42,,
473,Florida,,6.862,01.04.2020,35.024,"8,604,277",0.41,,
474,Florida,01-18-2020,6.088,01.11.2020,34.718,"8,604,277",0.40,,
475,Florida,01-25-2020,5.206,01/18/2020,33.347,"8,604,277",0.39,,
476,Florida,,5.457,01/25/2020,35.871,"8,604,277",0.42,,
477,Florida,,5.605,02.01.2020,33.176,"8,604,277",0.39,,
478,Florida,02-15-2020,5.229,02.08.2020,34.449,"8,604,277",0.40,,
479,Florida,02-22-2020,4.861,02/15/2020,33.57,"8,604,277",0.39,,
480,Florida,02-29-2020,4.853,02/22/2020,33.421,"8,604,277",0.39,,
481,Florida,,5.325,02/29/2020,32.262,"8,604,277",0.37,,
482,Florida,03-14-2020,6.463,03.07.2020,32.244,"8,604,277",0.37,,
483,Florida,03-21-2020,74.313,03/14/2020,33.728,"8,604,277",0.39,,
484,Florida,03-28-2020,228.484,03/21/2020,35.076,"8,604,277",0.41,,
485,Florida,,169.885,03/28/2020,98.921,"8,604,277",2015-01-01 00:00:00,,
486,Florida,,180.419,04.04.2020,339.448,"8,590,846",1995-03-01 00:00:00,,
487,Florida,04-18-2020,506.67,04.11.2020,177.021,"8,590,846",2021-06-02 00:00:00,,
488,Florida,04-25-2020,433.103,04/18/2020,540.554,"8,590,846",2029-06-01 00:00:00,,
489,Florida,,174.86,04/25/2020,444.561,"8,590,846",2017-05-01 00:00:00,,
490,Florida,,223.082,05.02.2020,"1,035,207","8,590,846",2021-05-12 00:00:00,,
491,Florida,05-16-2020,225.404,05.09.2020,"2,151,108","8,590,846",2021-04-25 00:00:00,,
492,Florida,05-23-2020,175.411,05/16/2020,529.384,"8,590,846",2016-06-01 00:00:00,,
493,Florida,05-30-2020,207.707,05/23/2020,630.64,"8,590,846",1934-07-01 00:00:00,,
494,Florida,,112.161,05/30/2020,966.625,"8,590,846",2025-11-01 00:00:00,,
495,Florida,06-13-2020,88.148,06.06.2020,920.202,"8,590,846",1971-10-01 00:00:00,,
496,Florida,06-20-2020,95.683,06/13/2020,995.792,"8,590,846",1959-11-01 00:00:00,,
497,Florida,06-27-2020,84.37,06/20/2020,741.344,"8,590,846",1963-08-01 00:00:00,,
498,Florida,,66.941,06/27/2020,581.952,"8,590,846",1977-06-01 00:00:00,,
499,Florida,,132.831,07.04.2020,914.801,"8,732,627",1948-10-01 00:00:00,,
500,Florida,07-18-2020,108.976,07.11.2020,748.004,"8,732,627",1957-08-01 00:00:00,,
501,Florida,07-25-2020,91.462,07/18/2020,691.07,"8,732,627",1991-07-01 00:00:00,,
502,Florida,,78.286,07/25/2020,631.163,"8,732,627",2023-07-01 00:00:00,,
503,Florida,,61.584,08.01.2020,567.987,"8,732,627",1950-06-01 00:00:00,,
504,Florida,08-15-2020,72.774,08.08.2020,512.527,"8,732,627",1987-05-01 00:00:00,,
505,Florida,08-22-2020,51.647,08/15/2020,458.954,"8,732,627",2026-05-01 00:00:00,,
506,Florida,08-29-2020,45.59,08/22/2020,455.587,"8,732,627",2022-05-01 00:00:00,,
507,Florida,,40.256,08/29/2020,410.406,"8,732,627",1970-04-01 00:00:00,,
508,Florida,,37.265,09.05.2020,414.174,"8,732,627",1974-04-01 00:00:00,,
509,Florida,09-19-2020,39.028,09.12.2020,374.181,"8,732,627",2028-04-01 00:00:00,,
510,Florida,09-26-2020,32.373,09/19/2020,373.194,"8,732,627",2027-04-01 00:00:00,,
511,Florida,,42.306,09/26/2020,337.344,"8,769,716",1985-03-01 00:00:00,,
512,Florida,,47.904,10.03.2020,300.115,"8,769,716",1942-03-01 00:00:00,,
513,Florida,10-17-2020,40.07,10.10.2020,287.537,"8,769,716",2028-03-01 00:00:00,,
514,Florida,10-24-2020,33.542,10/17/2020,282.261,"8,769,716",2022-03-01 00:00:00,,
515,Florida,10-31-2020,31.625,10/24/2020,213.454,"8,769,716",1943-02-01 00:00:00,,
516,Florida,,31.403,10/31/2020,205.8,"8,769,716",1935-02-01 00:00:00,,
517,Florida,11-14-2020,24.358,11.07.2020,186.514,"8,769,716",2013-02-01 00:00:00,,
518,Florida,11-21-2020,26.931,11/14/2020,186.291,"8,769,716",2021-12-02 00:00:00,,
519,Florida,11-28-2020,23.063,11/21/2020,142.253,"8,769,716",1962-01-01 00:00:00,,
520,Florida,,29.142,11/28/2020,186.749,"8,769,716",2013-02-01 00:00:00,,
521,Florida,,26.018,12.05.2020,154.462,"8,769,716",1976-01-01 00:00:00,,
522,Florida,12-19-2020,28.609,12.12.2020,161.25,"8,769,716",1984-01-01 00:00:00,,
523,Florida,12-26-2020,26.533,12/19/2020,140.565,"8,769,716",1960-01-01 00:00:00,,
524,Georgia,,17.06,12/28/2019,38.704,"4,353,840",0.89,,
525,Georgia,,17.962,01.04.2020,47.482,"4,373,059",2021-09-01 00:00:00,,
526,Georgia,01-18-2020,8.161,01.11.2020,32.079,"4,373,059",0.73,,
527,Georgia,01-25-2020,5.257,01/18/2020,28.998,"4,373,059",0.66,,
528,Georgia,,5.199,01/25/2020,28.332,"4,373,059",0.65,,
529,Georgia,,5.577,02.01.2020,26.984,"4,373,059",0.62,,
530,Georgia,02-15-2020,6.277,02.08.2020,27.317,"4,373,059",0.62,,
531,Georgia,02-22-2020,5.03,02/15/2020,26.963,"4,373,059",0.62,,
532,Georgia,02-29-2020,5.538,02/22/2020,26.958,"4,373,059",0.62,,
533,Georgia,,4.569,02/29/2020,25.079,"4,373,059",0.57,,
534,Georgia,03-14-2020,5.445,03.07.2020,25.352,"4,373,059",0.58,,
535,Georgia,03-21-2020,12.14,03/14/2020,27.507,"4,373,059",0.63,,
536,Georgia,03-28-2020,133.82,03/21/2020,107.877,"4,373,059",1947-02-01 00:00:00,,
537,Georgia,,390.132,03/28/2020,360.077,"4,373,059",2023-08-01 00:00:00,,
538,Georgia,,319.581,04.04.2020,595.418,"4,388,404",13.57,,
539,Georgia,04-18-2020,247.003,04.11.2020,611.889,"4,388,404",13.94,,
540,Georgia,04-25-2020,266.565,04/18/2020,758.856,"4,388,404",17.29,,
541,Georgia,,228.352,04/25/2020,885.764,"4,388,404",20.18,,
542,Georgia,,242.772,05.02.2020,812.913,"4,388,404",18.52,,
543,Georgia,05-16-2020,177.731,05.09.2020,790.178,"4,388,404",2021-01-18 00:00:00,,
544,Georgia,05-23-2020,165.499,05/16/2020,731.762,"4,388,404",16.67,,
545,Georgia,05-30-2020,149.163,05/23/2020,754.833,"4,388,404",17.20,,
546,Georgia,,135.254,05/30/2020,698.154,"4,388,404",15.91,,
547,Georgia,06-13-2020,131.997,06.06.2020,682.501,"4,388,404",15.55,,
548,Georgia,06-20-2020,125.725,06/13/2020,669.735,"4,388,404",15.26,,
549,Georgia,06-27-2020,117.485,06/20/2020,661.233,"4,388,404",2021-07-15 00:00:00,,
550,Georgia,,105.16,06/27/2020,619.947,"4,388,404",14.13,,
551,Georgia,,138.452,07.04.2020,792.717,"4,406,223",17.99,,
552,Georgia,07-18-2020,122.313,07.11.2020,703.153,"4,406,223",15.96,,
553,Georgia,07-25-2020,84.984,07/18/2020,636.912,"4,406,223",14.45,,
554,Georgia,,73.931,07/25/2020,633.988,"4,406,223",14.39,,
555,Georgia,,62.335,08.01.2020,572.455,"4,406,223",1999-12-01 00:00:00,,
556,Georgia,08-15-2020,58.099,08.08.2020,555.479,"4,406,223",1961-12-01 00:00:00,,
557,Georgia,08-22-2020,56.768,08/15/2020,553.713,"4,406,223",1957-12-01 00:00:00,,
558,Georgia,08-29-2020,51.283,08/22/2020,535.406,"4,406,223",2015-12-01 00:00:00,,
559,Georgia,,50.32,08/29/2020,523.143,"4,406,223",1987-11-01 00:00:00,,
560,Georgia,,42.085,09.05.2020,498.813,"4,406,223",1932-11-01 00:00:00,,
561,Georgia,09-19-2020,49.421,09.12.2020,536.886,"4,406,223",2018-12-01 00:00:00,,
562,Georgia,09-26-2020,43.526,09/19/2020,478.732,"4,406,223",1986-10-01 00:00:00,,
563,Georgia,,44.874,09/26/2020,445.039,"4,406,223",2021-10-10 00:00:00,,
564,Georgia,,54.166,10.03.2020,409.602,"4,419,929",2027-09-01 00:00:00,,
565,Georgia,10-17-2020,44.892,10.10.2020,367.949,"4,419,929",1932-08-01 00:00:00,,
566,Georgia,10-24-2020,43.695,10/17/2020,336.738,"4,419,929",1962-07-01 00:00:00,,
567,Georgia,10-31-2020,37.253,10/24/2020,302.039,"4,419,929",1983-06-01 00:00:00,,
568,Georgia,,23.827,10/31/2020,285.798,"4,419,929",1947-06-01 00:00:00,,
569,Georgia,11-14-2020,19.626,11.07.2020,255.237,"4,419,929",1977-05-01 00:00:00,,
570,Georgia,11-21-2020,29.088,11/14/2020,253.347,"4,419,929",1973-05-01 00:00:00,,
571,Georgia,11-28-2020,19.183,11/21/2020,202.361,"4,419,929",1958-04-01 00:00:00,,
572,Georgia,,33.003,11/28/2020,234.262,"4,419,929",1930-05-01 00:00:00,,
573,Georgia,,23.702,12.05.2020,158.047,"4,419,929",1958-03-01 00:00:00,,
574,Georgia,12-19-2020,26.673,12.12.2020,164.96,"4,419,929",1973-03-01 00:00:00,,
575,Georgia,12-26-2020,18.96,12/19/2020,137.24,"4,419,929",2021-11-03 00:00:00,,
576,Hawaii,,1.825,12/28/2019,6.813,623.074,2021-09-01 00:00:00,,
577,Hawaii,,1.826,01.04.2020,7.849,621.949,2026-01-01 00:00:00,,
578,Hawaii,01-18-2020,1.234,01.11.2020,6.623,621.949,2021-06-01 00:00:00,,
579,Hawaii,01-25-2020,1.014,01/18/2020,6.407,621.949,2021-03-01 00:00:00,,
580,Hawaii,,1.135,01/25/2020,6.07,621.949,0.98,,
581,Hawaii,,1.137,02.01.2020,6.205,621.949,1.00,,
582,Hawaii,02-15-2020,1.199,02.08.2020,6.121,621.949,0.98,,
583,Hawaii,02-22-2020,1.02,02/15/2020,6.223,621.949,1.00,,
584,Hawaii,02-29-2020,1.049,02/22/2020,5.951,621.949,0.96,,
585,Hawaii,,1.275,02/29/2020,6.047,621.949,0.97,,
586,Hawaii,03-14-2020,1.589,03.07.2020,6.204,621.949,1.00,,
587,Hawaii,03-21-2020,8.817,03/14/2020,6.477,621.949,2021-04-01 00:00:00,,
588,Hawaii,03-28-2020,48.596,03/21/2020,10.997,621.949,1977-01-01 00:00:00,,
589,Hawaii,,53.102,03/28/2020,32.226,621.949,2018-05-01 00:00:00,,
590,Hawaii,,34.717,04.04.2020,48.305,621.474,1977-07-01 00:00:00,,
591,Hawaii,04-18-2020,26.591,04.11.2020,72.261,621.474,1963-11-01 00:00:00,,
592,Hawaii,04-25-2020,22.496,04/18/2020,68.637,621.474,2021-04-11 00:00:00,,
593,Hawaii,,15.177,04/25/2020,88.11,621.474,14.18,,
594,Hawaii,,12.329,05.02.2020,110.922,621.474,17.85,,
595,Hawaii,05-16-2020,10.964,05.09.2020,145.711,621.474,23.45,,
596,Hawaii,05-23-2020,9.14,05/16/2020,128.086,621.474,20.61,,
597,Hawaii,05-30-2020,7.702,05/23/2020,124.939,621.474,2021-10-20 00:00:00,,
598,Hawaii,,7.338,05/30/2020,125.568,621.474,20.20,,
599,Hawaii,06-13-2020,7.248,06.06.2020,114.119,621.474,18.36,,
600,Hawaii,06-20-2020,7.178,06/13/2020,132.466,621.474,21.31,,
