"","WeekOfYear","State","GSV_anxiety","GSV_depression","GSV_insomnia","GSV_suicide","GSV_therapy","GSV_index","GSV_workout","SP","NCases","NDeaths","Unemplyment_claims","Recreation","Grocery","Transit","Parks","Workplace","Residential","Mobility_index","Mobility_index_excl_Mobility","Drug_death"
"213","11","Illinois",72,80,39,40,62,58.6,82,-0.122488489815178,86,0,126.716,1.28571428571429,22.4285714285714,-5.85714285714286,11.4285714285714,-1.57142857142857,1.28571428571429,4.83333333333333,3.51428571428571,3019
"214","11","Indiana",75,69,31,27,74,55.2,79,-0.122488489815178,17,0,59.755,2.71428571428571,14,3.85714285714286,24,-1.42857142857143,1,7.35714285714286,4.02857142857143,1799
"218","11","Louisiana",52,70,68,56,59,61,60,-0.122488489815178,101,2,72.438,5.71428571428571,18.7142857142857,3.85714285714286,27.1428571428571,-0.142857142857143,0.142857142857143,9.23809523809524,5.65714285714286,1388
"220","11","Maryland",53,69,37,33,70,52.4,77,-0.122488489815178,34,0,42.982,0.571428571428571,9.57142857142857,-7.85714285714286,43.7142857142857,-1.71428571428571,1.71428571428571,7.66666666666667,0.457142857142857,2381
"221","11","Massachusetts",74,94,38,43,59,61.6,88,-0.122488489815178,136,0,148.452,-0.857142857142857,15.7142857142857,-15.4285714285714,37.4285714285714,-4.71428571428571,3.14285714285714,5.88095238095238,-0.428571428571429,2214
"222","11","Michigan",71,76,38,43,79,61.4,78,-0.122488489815178,2025,2,128.006,0.285714285714286,14.7142857142857,-0.285714285714286,33.1428571428571,-1.14285714285714,1.71428571428571,8.07142857142857,3.05714285714286,2409
"223","11","Minnesota",68,71,44,20,64,53.4,77,-0.122488489815178,52,0,115.773,1.42857142857143,11.7142857142857,-6.85714285714286,3,-3.14285714285714,2.14285714285714,1.38095238095238,1.05714285714286,827
"224","11","Mississippi",69,58,9,13,92,48.2,65,-0.122488489815178,267,24,5.519,9.57142857142857,16,9.85714285714286,34.2857142857143,-7.57142857142857,0.285714285714286,10.4047619047619,5.62857142857143,396
"225","11","Missouri",80,72,56,29,76,62.6,73,-0.122488489815178,33,0,42.246,6.42857142857143,16,0.857142857142857,18.1428571428571,2.14285714285714,0.428571428571429,7.33333333333333,5.17142857142857,1658
"228","11","Nevada",73,100,26,48,45,58.4,64,-0.122488489815178,13,0,92.298,0.285714285714286,15.1428571428571,-7.42857142857143,-1.57142857142857,-3.57142857142857,1.85714285714286,0.785714285714286,1.25714285714286,704
"230","11","New Jersey",77,84,40,38,60,59.8,80,-0.122488489815178,92,2,115.815,0.285714285714286,14.8571428571429,-13.2857142857143,61,-4,2.85714285714286,10.2857142857143,0.142857142857143,2884
"231","11","New Mexico",46,31,58,19,70,44.8,81,-0.122488489815178,17,0,18.105,5.42857142857143,23.7142857142857,7.71428571428571,23.7142857142857,-1.85714285714286,0.571428571428571,9.88095238095238,7.11428571428571,648
"232","11","New York",88,100,38,52,67,69,92,-0.122488489815178,372,1,79.999,-2.42857142857143,16.5714285714286,-13.7142857142857,21.5714285714286,-3,2.42857142857143,3.57142857142857,-0.0285714285714281,2260
"233","11","North Carolina",66,81,31,48,72,59.6,81,-0.122488489815178,101,1,94.083,4,13.2857142857143,-2.28571428571429,41.1428571428571,-1.85714285714286,0.285714285714286,9.0952380952381,2.68571428571429,2327
"235","11","Ohio",68,98,43,35,76,64,71,-0.122488489815178,37,0,196.309,1.28571428571429,15,0.857142857142857,38.1428571428571,-2,1.28571428571429,9.0952380952381,3.28571428571429,4347
"236","11","Oklahoma",36,75,36,32,56,47,68,-0.122488489815178,234,0,21.926,5.71428571428571,13.8571428571429,8.85714285714286,23.7142857142857,-0.714285714285714,0.571428571428571,8.66666666666667,5.65714285714286,648
"237","11","Oregon",63,83,90,43,45,64.8,71,-0.122488489815178,25,1,30.054,-1,10.1428571428571,-5.57142857142857,32.5714285714286,-3.14285714285714,2.14285714285714,5.85714285714286,0.514285714285714,634
"238","11","Pennsylvania",69,100,53,38,68,65.6,75,-0.122488489815178,60,0,363,2.28571428571429,12.2857142857143,-5.57142857142857,46.4285714285714,-2.71428571428571,1.57142857142857,9.04761904761905,1.57142857142857,4594
"240","11","South Carolina",62,64,45,34,63,53.6,72,-0.122488489815178,17,0,31.826,7.57142857142857,14.5714285714286,10.2857142857143,41.8571428571429,0,-0.428571428571429,12.3095238095238,6.4,1244
"242","11","Tennessee",70,84,29,26,56,53,91,-0.122488489815178,106,0,38.077,3,15,1.14285714285714,28.2857142857143,-2.14285714285714,1.14285714285714,7.73809523809524,3.62857142857143,2274
"243","11","Texas",70,89,56,34,63,62.4,75,-0.122488489815178,51,1,155.426,3.28571428571429,14.7142857142857,-0.714285714285714,18.1428571428571,-9.14285714285714,2,4.71428571428571,2.02857142857143,3292
"244","11","Utah",64,79,33,52,42,54,83,-0.122488489815178,20,0,19.69,1.85714285714286,26.4285714285714,-3.28571428571429,46.5714285714286,-3.42857142857143,1.28571428571429,11.5714285714286,4.57142857142857,550
"246","11","Virginia",77,88,30,51,64,62,76,-0.122488489815178,49,1,46.277,1.28571428571429,12.2857142857143,-5.14285714285714,36.8571428571429,-3.14285714285714,1.57142857142857,7.28571428571428,1.37142857142857,1590
"247","11","Washington",78,100,45,54,76,70.6,77,-0.122488489815178,591,24,129.909,-5,8.85714285714286,-19.7142857142857,26.7142857142857,-11.4285714285714,4.71428571428571,0.690476190476191,-4.51428571428571,1318
"249","11","Wisconsin",55,100,13,33,53,50.8,77,-0.122488489815178,26,0,51.031,1.28571428571429,13.4285714285714,-0.285714285714286,17.8571428571429,0.857142857142857,1.28571428571429,5.73809523809524,3.31428571428571,1285
"251","12","Alabama",59,86,53,44,53,59,66,-0.032366093492383,889,2,80.984,-21.1428571428571,11,-8.42857142857143,18.8571428571429,-20.8571428571429,8.57142857142857,-2,-6.17142857142857,791
"253","12","Arizona",71,82,52,38,55,59.6,80,-0.032366093492383,139,2,88.94,-22.1428571428571,7.14285714285714,-20.8571428571429,-6.28571428571429,-27.1428571428571,10,-9.88095238095238,-10.6,2101
"255","12","California",89,100,69,41,63,72.4,92,-0.032366093492383,5245,28,1058325,-33.4285714285714,0.142857142857143,-41.7142857142857,-21,-35.4285714285714,15.8571428571429,-19.2619047619048,-18.9142857142857,6746
"256","12","Colorado",100,86,59,47,44,67.2,100,-0.032366093492383,493,5,61.838,-32.7142857142857,2.14285714285714,-40,-0.428571428571429,-35.4285714285714,14.2857142857143,-15.3571428571429,-18.3428571428571,1174
"257","12","Connecticut",79,86,41,36,45,57.4,98,-0.032366093492383,301,8,33.227,-29.5714285714286,5.71428571428571,-36,25.5714285714286,-30.8571428571429,13.4285714285714,-8.61904761904762,-15.4571428571429,1288
"259","12","Florida",84,57,70,47,70,65.6,88,-0.032366093492383,906,18,228.484,-24.2857142857143,4.57142857142857,-31.7142857142857,-12.4285714285714,-26.4285714285714,10.2857142857143,-13.3333333333333,-13.5142857142857,6002
"260","12","Georgia",69,89,57,37,62,62.8,82,-0.032366093492383,665,24,133.82,-22.1428571428571,7.14285714285714,-27.5714285714286,17.1428571428571,-26.2857142857143,10.7142857142857,-6.83333333333333,-11.6285714285714,1451
"261","12","Hawaii",24,42,28,42,46,36.4,70,-0.032366093492383,69,0,48.596,-26.2857142857143,-4.14285714285714,-30.2857142857143,-34.4285714285714,-25.8571428571429,12,-18.1666666666667,-14.9142857142857,235
"263","12","Illinois",77,80,47,52,63,63.8,89,-0.032366093492383,956,9,185.575,-34.7142857142857,9.42857142857143,-39,-18.4285714285714,-31.8571428571429,13.8571428571429,-16.7857142857143,-16.4571428571429,3019
"264","12","Indiana",67,74,43,35,76,59,90,-0.032366093492383,182,21,139.174,-28,8.71428571428571,-11.7142857142857,9.42857142857143,-24,10.2857142857143,-5.88095238095238,-8.94285714285714,1799
"268","12","Louisiana",88,69,52,55,53,63.4,89,-0.032366093492383,934,27,97.4,-25.7142857142857,10.5714285714286,-24.8571428571429,-8.57142857142857,-23.1428571428571,10.1428571428571,-10.2619047619048,-10.6,1388
"270","12","Maryland",78,91,67,53,58,69.4,94,-0.032366093492383,251,5,85.377,-25.2857142857143,0.428571428571429,-37.7142857142857,38,-32.7142857142857,14,-7.21428571428571,-16.2571428571429,2381
"271","12","Massachusetts",60,92,60,48,55,63,86,-0.032366093492383,482,11,181.423,-33.7142857142857,0.142857142857143,-52.1428571428571,17,-37.4285714285714,15.8571428571429,-15.047619047619,-21.4571428571429,2214
"272","12","Michigan",95,83,48,45,54,65,94,-0.032366093492383,6135,35,304.335,-35.2857142857143,4.14285714285714,-27.8571428571429,22.2857142857143,-29.7142857142857,12.2857142857143,-9.02380952380952,-15.2857142857143,2409
"273","12","Minnesota",67,94,47,25,57,58,91,-0.032366093492383,182,1,109.095,-33.2857142857143,1,-38.4285714285714,0.857142857142857,-28.2857142857143,13.7142857142857,-14.0714285714286,-17.0571428571429,827
"274","12","Mississippi",60,100,54,16,74,60.8,93,-0.032366093492383,698,55,32.015,-15.1428571428571,13.1428571428571,-6.42857142857143,15.5714285714286,-20.8571428571429,8,-0.952380952380953,-4.25714285714286,396
"275","12","Missouri",91,75,36,32,60,58.8,100,-0.032366093492383,451,5,104.291,-21.4285714285714,15.4285714285714,-16.8571428571429,3.28571428571429,-21.5714285714286,9.28571428571429,-5.30952380952381,-7.02857142857143,1658
"278","12","Nevada",83,86,60,37,50,63.2,99,-0.032366093492383,174,2,71.942,-30,3.42857142857143,-38.5714285714286,-31.5714285714286,-37.8571428571429,13.5714285714286,-20.1666666666667,-17.8857142857143,704
"280","12","New Jersey",89,82,62,54,57,68.8,98,-0.032366093492383,1816,18,206.253,-33.7142857142857,-1.14285714285714,-46.7142857142857,23.2857142857143,-36.2857142857143,16.4285714285714,-13.0238095238095,-20.2857142857143,2884
"281","12","New Mexico",64,61,34,46,77,56.4,87,-0.032366093492383,48,0,27.849,-21.8571428571429,14,-5.28571428571429,5.57142857142857,-26.5714285714286,9.85714285714286,-4.04761904761905,-5.97142857142857,648
"282","12","New York",84,91,47,62,57,68.2,95,-0.032366093492383,5723,23,366.595,-36.8571428571429,5.42857142857143,-47.2857142857143,-8.57142857142857,-34.5714285714286,14.8571428571429,-17.8333333333333,-19.6857142857143,2260
"283","12","North Carolina",60,88,29,42,75,58.8,82,-0.032366093492383,779,0,172.145,-22.5714285714286,8.71428571428571,-26.2857142857143,29.5714285714286,-23.2857142857143,9,-4.14285714285714,-10.8857142857143,2327
"285","12","Ohio",74,82,67,31,77,66.2,89,-0.032366093492383,314,3,274.288,-31.2857142857143,6.14285714285714,-17.1428571428571,24.5714285714286,-27,11.1428571428571,-5.59523809523809,-11.6285714285714,4347
"286","12","Oklahoma",91,87,51,41,42,62.4,74,-0.032366093492383,552,7,47.744,-20.4285714285714,9.57142857142857,-6.57142857142857,1.42857142857143,-24.1428571428571,9.14285714285714,-5.16666666666667,-6.48571428571429,648
"287","12","Oregon",59,41,40,42,40,44.4,67,-0.032366093492383,122,4,47.498,-27,4.85714285714286,-25.1428571428571,66.1428571428571,-29.8571428571429,9.85714285714286,-0.190476190476191,-13.4571428571429,634
"288","12","Pennsylvania",96,68,77,37,68,69.2,84,-0.032366093492383,483,2,374.056,-33.7142857142857,-1.85714285714286,-38.2857142857143,15.7142857142857,-32.8571428571429,13.2857142857143,-12.952380952381,-18.6857142857143,4594
"290","12","South Carolina",82,75,75,24,55,62.2,60,-0.032366093492383,200,3,66.475,-20.8571428571429,9.57142857142857,-9.71428571428571,15.5714285714286,-20,8,-2.90476190476191,-6.6,1244
"292","12","Tennessee",77,78,33,39,53,56,79,-0.032366093492383,1028,3,92.5,-20.4285714285714,11.8571428571429,-16.1428571428571,10.1428571428571,-21.5714285714286,8.71428571428571,-4.57142857142857,-7.51428571428571,2274
"293","12","Texas",83,100,56,40,66,69,92,-0.032366093492383,207,11,276.185,-23.5714285714286,7.71428571428571,-24.5714285714286,-14,-27.7142857142857,11.8571428571429,-11.7142857142857,-11.2571428571429,3292
"294","12","Utah",76,69,71,52,55,64.6,78,-0.032366093492383,148,1,28.532,-26.7142857142857,12.2857142857143,-28.4285714285714,47.5714285714286,-31,12,-2.38095238095238,-12.3714285714286,550
"296","12","Virginia",73,70,52,48,59,60.4,84,-0.032366093492383,203,5,112.497,-23.5714285714286,3,-32.4285714285714,32.8571428571429,-29.4285714285714,11.8571428571429,-6.28571428571429,-14.1142857142857,1590
"297","12","Washington",81,87,72,53,59,70.4,99,-0.032366093492383,1081,53,182.849,-30.2857142857143,2.14285714285714,-37.7142857142857,68.2857142857143,-34.2857142857143,12.1428571428571,-3.28571428571428,-17.6,1318
"299","12","Wisconsin",63,60,44,50,53,54,100,-0.032366093492383,354,4,110.934,-34.4285714285714,1.57142857142857,-24.2857142857143,12.4285714285714,-24.5714285714286,12.1428571428571,-9.52380952380952,-13.9142857142857,1285
"301","13","Alabama",65,52,38,36,49,48,94,0.0560856116665918,1226,28,106.739,-32.8571428571429,-5,-21.8571428571429,18.8571428571429,-32.8571428571429,12.8571428571429,-10.1428571428571,-15.9428571428571,791
"303","13","Arizona",64,100,60,38,57,63.8,98,0.0560856116665918,767,15,132.428,-35.5714285714286,-12.5714285714286,-35.5714285714286,-10.2857142857143,-37.4285714285714,14.1428571428571,-19.547619047619,-21.4,2101
"305","13","California",81,93,71,61,59,73,92,0.0560856116665918,6280,117,918.814,-44.4285714285714,-19.1428571428571,-52.8571428571429,-33.1428571428571,-46.7142857142857,20.7142857142857,-29.2619047619048,-28.4857142857143,6746
"306","13","Colorado",68,67,72,40,50,59.4,88,0.0560856116665918,1678,41,46.326,-44.4285714285714,-17.8571428571429,-54.2857142857143,-0.428571428571429,-46.1428571428571,18.5714285714286,-24.0952380952381,-28.8285714285714,1174
"307","13","Connecticut",66,68,39,38,55,53.2,89,0.0560856116665918,1666,26,33.464,-46.1428571428571,-20.1428571428571,-52.5714285714286,5.28571428571429,-44.1428571428571,19.5714285714286,-23.0238095238095,-28.6857142857143,1288
"309","13","Florida",90,67,45,53,65,64,92,0.0560856116665918,3734,101,169.885,-42.2857142857143,-16.7142857142857,-52.5714285714286,-38.1428571428571,-39.5714285714286,16.1428571428571,-28.8571428571429,-27,6002
"310","13","Georgia",82,91,65,52,67,71.4,80,0.0560856116665918,1979,59,390.132,-36.1428571428571,-9.14285714285714,-43.5714285714286,0.571428571428571,-38.7142857142857,15.7142857142857,-18.547619047619,-22.3714285714286,1451
"311","13","Hawaii",54,76,54,75,42,60.2,99,0.0560856116665918,151,0,53.102,-49.7142857142857,-29,-60.5714285714286,-64.8571428571429,-44.2857142857143,20.2857142857143,-38.0238095238095,-32.6571428571429,235
"313","13","Illinois",81,85,64,50,66,69.2,91,0.0560856116665918,3547,56,202.157,-48.7142857142857,-17.2857142857143,-53,-18.5714285714286,-46.2857142857143,19.5714285714286,-27.3809523809524,-29.1428571428571,3019
"314","13","Indiana",69,59,43,45,56,54.4,100,0.0560856116665918,1313,63,127.01,-42,-14.7142857142857,-26.7142857142857,26.1428571428571,-40.2857142857143,16.4285714285714,-13.5238095238095,-21.4571428571429,1799
"318","13","Louisiana",100,64,81,45,37,65.4,89,0.0560856116665918,2505,122,100.621,-41.4285714285714,-12.7142857142857,-41.1428571428571,-19.4285714285714,-39,16.1428571428571,-22.9285714285714,-23.6285714285714,1388
"320","13","Maryland",74,84,77,60,71,73.2,90,0.0560856116665918,951,20,109.653,-40.7142857142857,-20.4285714285714,-53.1428571428571,5.42857142857143,-46,20.1428571428571,-22.452380952381,-28.0285714285714,2381
"321","13","Massachusetts",89,86,36,54,50,63,100,0.0560856116665918,4309,88,139.647,-49.5714285714286,-21.8571428571429,-67.8571428571429,4.71428571428571,-50.8571428571429,21.8571428571429,-27.2619047619048,-33.6571428571429,2214
"322","13","Michigan",93,86,31,43,53,61.2,88,0.0560856116665918,8411,320,388.554,-54.4285714285714,-21,-50,13.5714285714286,-51.7142857142857,20.8571428571429,-23.7857142857143,-31.2571428571429,2409
"323","13","Minnesota",73,78,81,25,53,62,100,0.0560856116665918,340,9,110.26,-45.2857142857143,-17,-55.1428571428571,13.7142857142857,-40.8571428571429,18.7142857142857,-20.9761904761905,-27.9142857142857,827
"324","13","Mississippi",62,66,18,37,60,48.6,94,0.0560856116665918,924,45,45.852,-28.4285714285714,-5.71428571428571,-19.8571428571429,18.8571428571429,-31.2857142857143,12,-9.07142857142857,-14.6571428571429,396
"325","13","Missouri",73,86,52,39,66,63.2,76,0.0560856116665918,1440,18,91.458,-38.5714285714286,-9.28571428571429,-30.5714285714286,37.2857142857143,-36.7142857142857,14.5714285714286,-10.547619047619,-20.1142857142857,1658
"328","13","Nevada",87,58,59,52,45,60.2,100,0.0560856116665918,730,13,79.285,-43,-17.1428571428571,-55,-41.2857142857143,-50.5714285714286,18.5714285714286,-31.4047619047619,-29.4285714285714,704
"330","13","New Jersey",100,79,60,62,51,70.4,86,0.0560856116665918,11472,141,214.836,-52.1428571428571,-26.2857142857143,-64.8571428571429,-6.28571428571429,-52.5714285714286,23.5714285714286,-29.7619047619048,-34.4571428571429,2884
"331","13","New Mexico",43,48,34,62,80,53.4,72,0.0560856116665918,172,3,26.132,-40.1428571428571,-10.1428571428571,-25.8571428571429,-11.8571428571429,-40.1428571428571,15.8571428571429,-18.7142857142857,-20.0857142857143,648
"332","13","New York",100,98,66,63,65,78.4,96,0.0560856116665918,19622,95,344.451,-57.1428571428571,-25.1428571428571,-65.8571428571429,-31.8571428571429,-53.5714285714286,23.2857142857143,-35.047619047619,-35.6857142857143,2260
"333","13","North Carolina",76,97,60,50,72,71,100,0.0560856116665918,1146,6,137.422,-34.4285714285714,-6.85714285714286,-43,11.4285714285714,-34.8571428571429,13.7142857142857,-15.6666666666667,-21.0857142857143,2327
"335","13","Ohio",74,82,100,38,62,71.2,77,0.0560856116665918,1302,26,226.191,-44,-17.1428571428571,-30.4285714285714,55,-42.8571428571429,17.2857142857143,-10.3571428571429,-23.4285714285714,4347
"336","13","Oklahoma",57,67,66,53,36,55.8,77,0.0560856116665918,599,18,60.534,-30,-4.14285714285714,-17.2857142857143,35.1428571428571,-33.4285714285714,12.5714285714286,-6.19047619047619,-14.4571428571429,648
"337","13","Oregon",71,86,39,37,37,54,89,0.0560856116665918,387,8,62.788,-47.4285714285714,-19.1428571428571,-44.8571428571429,-13.5714285714286,-43.5714285714286,16.5714285714286,-25.3333333333333,-27.6857142857143,634
"338","13","Pennsylvania",84,77,68,49,62,68,87,0.0560856116665918,2938,36,239.077,-48.8571428571429,-23.5714285714286,-53.2857142857143,-5.57142857142857,-47.2857142857143,19.5714285714286,-26.5,-30.6857142857143,4594
"340","13","South Carolina",81,99,43,39,67,65.8,84,0.0560856116665918,496,14,86.573,-33.7142857142857,-6.85714285714286,-26.5714285714286,-6,-32.2857142857143,12.8571428571429,-15.4285714285714,-17.3142857142857,1244
"342","13","Tennessee",64,94,51,44,65,63.6,91,0.0560856116665918,1610,13,112.186,-34.5714285714286,-7,-28.7142857142857,24.1428571428571,-35.4285714285714,13.4285714285714,-11.3571428571429,-18.4571428571429,2274
"343","13","Texas",88,90,81,51,65,75,94,0.0560856116665918,2289,57,315.167,-38.7142857142857,-12.7142857142857,-39.1428571428571,-15.1428571428571,-39.7142857142857,17.2857142857143,-21.3571428571429,-22.6,3292
"344","13","Utah",63,89,16,76,50,58.8,100,0.0560856116665918,620,2,33.04,-37,-7.14285714285714,-40.8571428571429,12,-39.4285714285714,15.7142857142857,-16.1190476190476,-21.7428571428571,550
"346","13","Virginia",75,76,53,65,56,65,89,0.0560856116665918,766,19,147.369,-36.7142857142857,-12.2857142857143,-47.1428571428571,16.7142857142857,-40.5714285714286,17,-17.1666666666667,-23.9428571428571,1590
"347","13","Washington",72,84,81,46,43,65.2,100,0.0560856116665918,2711,94,171.252,-46.2857142857143,-19,-55.4285714285714,-10.1428571428571,-48.2857142857143,19.1428571428571,-26.6666666666667,-29.9714285714286,1318
