"","State","WeekOfYear","GSV_anxiety","GSV_depression","GSV_insomnia","GSV_suicide","GSV_therapy","GSV_index","GSV_workout","SP","NCases","NDeaths","Unemplyment_claims","Recreation","Grocery","Transit","Parks","Workplace","Residential","Mobility_index","Mobility_index_excl_Mobility","Drug_death","stringency","GSV_workout_L1","SP_L1","NCases_L1","NDeaths_L1","Unemplyment_claims_L1","Recreation_L1","Grocery_L1","Transit_L1","Parks_L1","Workplace_L1","Residential_L1","Mobility_index_L1","Mobility_index_excl_Mobility_L1","Drug_death_L1","stringency_L1","GSV_workout_L2","SP_L2","NCases_L2","NDeaths_L2","Unemplyment_claims_L2","Recreation_L2","Grocery_L2","Transit_L2","Parks_L2","Workplace_L2","Residential_L2","Mobility_index_L2","Mobility_index_excl_Mobility_L2","Drug_death_L2","stringency_L2"
"31","Arizona","18",75,80,65,50,55,65,76,0.001763643792847,2114,87,31.57,-32.1428571428571,-9.57142857142857,-35.8571428571429,-20.7142857142857,-41,13.2857142857143,-21,-21.0571428571429,2220,67.9871428571429,81,0.0463465080246733,1597,91,43.023,-35.4285714285714,-14,-38.2857142857143,-18.4285714285714,-42.5714285714286,15.1428571428571,-22.2619047619048,-23.0285714285714,2146,64.81,100,-0.0384742415831009,1390,69,52.581,-36.4285714285714,-15.8571428571429,-39,-18.5714285714286,-42.7142857142857,15.5714285714286,-22.8333333333333,-23.6857142857143,2146,64.81
"32","Arizona","19",61,75,66,34,58,58.8,66,0.000585684204654738,2479,174,31.957,-29.2857142857143,-3.14285714285714,-33.8571428571429,-18.1428571428571,-38.2857142857143,13,-18.2857142857143,-18.3142857142857,2220,70.37,76,0.001763643792847,2114,87,31.57,-32.1428571428571,-9.57142857142857,-35.8571428571429,-20.7142857142857,-41,13.2857142857143,-21,-21.0571428571429,2220,67.9871428571429,81,0.0463465080246733,1597,91,43.023,-35.4285714285714,-14,-38.2857142857143,-18.4285714285714,-42.5714285714286,15.1428571428571,-22.2619047619048,-23.0285714285714,2146,64.81
"33","Arizona","20",69,81,77,46,63,67.2,77,0.0184034117040403,2818,144,26.868,-25.2857142857143,-7.85714285714286,-32,-11,-35.5714285714286,11.8571428571429,-16.6428571428571,-17.7714285714286,2220,61.9042857142857,66,0.000585684204654738,2479,174,31.957,-29.2857142857143,-3.14285714285714,-33.8571428571429,-18.1428571428571,-38.2857142857143,13,-18.2857142857143,-18.3142857142857,2220,70.37,76,0.001763643792847,2114,87,31.57,-32.1428571428571,-9.57142857142857,-35.8571428571429,-20.7142857142857,-41,13.2857142857143,-21,-21.0571428571429,2220,67.9871428571429
"34","Arizona","21",53,64,39,37,62,51,94,0.0235482083108103,2402,120,22.012,-19,-3.71428571428571,-28,1.28571428571429,-33.2857142857143,10.5714285714286,-12.0238095238095,-14.6857142857143,2220,40.74,77,0.0184034117040403,2818,144,26.868,-25.2857142857143,-7.85714285714286,-32,-11,-35.5714285714286,11.8571428571429,-16.6428571428571,-17.7714285714286,2220,61.9042857142857,66,0.000585684204654738,2479,174,31.957,-29.2857142857143,-3.14285714285714,-33.8571428571429,-18.1428571428571,-38.2857142857143,13,-18.2857142857143,-18.3142857142857,2220,70.37
"35","Arizona","22",52,53,65,48,68,57.2,68,0.0297649886187776,3597,106,24.367,-21,-6.28571428571429,-30.1428571428571,-8,-35,11.5714285714286,-14.8095238095238,-16.1714285714286,2220,40.74,94,0.0235482083108103,2402,120,22.012,-19,-3.71428571428571,-28,1.28571428571429,-33.2857142857143,10.5714285714286,-12.0238095238095,-14.6857142857143,2220,40.74,77,0.0184034117040403,2818,144,26.868,-25.2857142857143,-7.85714285714286,-32,-11,-35.5714285714286,11.8571428571429,-16.6428571428571,-17.7714285714286,2220,61.9042857142857
"36","Arizona","23",55,71,34,29,89,55.6,79,0.0410150544335598,6953,138,22.419,-19.1428571428571,-5,-29,-15.4285714285714,-30,10.1428571428571,-14.7380952380952,-14.6,2361,40.74,68,0.0297649886187776,3597,106,24.367,-21,-6.28571428571429,-30.1428571428571,-8,-35,11.5714285714286,-14.8095238095238,-16.1714285714286,2220,40.74,94,0.0235482083108103,2402,120,22.012,-19,-3.71428571428571,-28,1.28571428571429,-33.2857142857143,10.5714285714286,-12.0238095238095,-14.6857142857143,2220,40.74
"37","Arizona","24",73,65,49,55,88,66,84,-0.0257048247993565,8807,142,25.886,-17.8571428571429,-6.28571428571429,-28.1428571428571,-7.28571428571429,-29.4285714285714,9.42857142857143,-13.2619047619048,-14.4571428571429,2361,40.74,79,0.0410150544335598,6953,138,22.419,-19.1428571428571,-5,-29,-15.4285714285714,-30,10.1428571428571,-14.7380952380952,-14.6,2361,40.74,68,0.0297649886187776,3597,106,24.367,-21,-6.28571428571429,-30.1428571428571,-8,-35,11.5714285714286,-14.8095238095238,-16.1714285714286,2220,40.74
"38","Arizona","25",78,72,40,47,68,61,72,0.00209617440171028,16706,153,26.328,-19.5714285714286,-5.85714285714286,-28.2857142857143,-10,-30.5714285714286,9.57142857142857,-14.1190476190476,-14.9428571428571,2361,40.74,84,-0.0257048247993565,8807,142,25.886,-17.8571428571429,-6.28571428571429,-28.1428571428571,-7.28571428571429,-29.4285714285714,9.42857142857143,-13.2619047619048,-14.4571428571429,2361,40.74,79,0.0410150544335598,6953,138,22.419,-19.1428571428571,-5,-29,-15.4285714285714,-30,10.1428571428571,-14.7380952380952,-14.6,2361,40.74
"39","Arizona","26",88,64,41,37,68,59.6,77,-0.0099000731327983,21525,249,25.774,-22.4285714285714,-9.71428571428571,-29,-13.7142857142857,-32.5714285714286,10.5714285714286,-16.1428571428571,-16.6285714285714,2361,40.74,72,0.00209617440171028,16706,153,26.328,-19.5714285714286,-5.85714285714286,-28.2857142857143,-10,-30.5714285714286,9.57142857142857,-14.1190476190476,-14.9428571428571,2361,40.74,84,-0.0257048247993565,8807,142,25.886,-17.8571428571429,-6.28571428571429,-28.1428571428571,-7.28571428571429,-29.4285714285714,9.42857142857143,-13.2619047619048,-14.4571428571429,2361,40.74
"40","Arizona","27",71,65,57,50,68,62.2,86,0.0145244477129559,24188,221,28.695,-24.2857142857143,-7.14285714285714,-29.8571428571429,-12.1428571428571,-38.8571428571429,11.5714285714286,-16.7857142857143,-17.7142857142857,2470,44.44,77,-0.0099000731327983,21525,249,25.774,-22.4285714285714,-9.71428571428571,-29,-13.7142857142857,-32.5714285714286,10.5714285714286,-16.1428571428571,-16.6285714285714,2361,40.74,72,0.00209617440171028,16706,153,26.328,-19.5714285714286,-5.85714285714286,-28.2857142857143,-10,-30.5714285714286,9.57142857142857,-14.1190476190476,-14.9428571428571,2361,40.74
"41","Arizona","28",87,50,78,48,80,68.6,79,0.0165960856129106,24385,428,21.441,-25.2857142857143,-10.1428571428571,-30,-21.8571428571429,-35.8571428571429,11.5714285714286,-18.5952380952381,-17.9428571428571,2470,44.44,86,0.0145244477129559,24188,221,28.695,-24.2857142857143,-7.14285714285714,-29.8571428571429,-12.1428571428571,-38.8571428571429,11.5714285714286,-16.7857142857143,-17.7142857142857,2470,44.44,77,-0.0099000731327983,21525,249,25.774,-22.4285714285714,-9.71428571428571,-29,-13.7142857142857,-32.5714285714286,10.5714285714286,-16.1428571428571,-16.6285714285714,2361,40.74
"42","Arizona","29",70,76,78,44,68,67.2,73,0.0186957391978784,21164,524,19.063,-24.5714285714286,-11.1428571428571,-31.4285714285714,-18.8571428571429,-35.4285714285714,11.2857142857143,-18.3571428571429,-18.2571428571429,2470,44.44,79,0.0165960856129106,24385,428,21.441,-25.2857142857143,-10.1428571428571,-30,-21.8571428571429,-35.8571428571429,11.5714285714286,-18.5952380952381,-17.9428571428571,2470,44.44,86,0.0145244477129559,24188,221,28.695,-24.2857142857143,-7.14285714285714,-29.8571428571429,-12.1428571428571,-38.8571428571429,11.5714285714286,-16.7857142857143,-17.7142857142857,2470,44.44
"43","California","09",80,86,66,49,97,75.6,55,-0.0399078067009568,222,0,43.385,4,2.57142857142857,1.71428571428571,11.8571428571429,2.42857142857143,-0.714285714285714,3.64285714285714,2,6746,8.33,63,-0.0718276468790519,105,1,41.678,2.28571428571429,0.428571428571429,-1.14285714285714,15.1428571428571,-4.85714285714286,1.28571428571429,2.19047619047619,-0.4,6591,8.33,61,0.00373464373464372,51,0,34.979,3,0.5,1,25,-1,-0.5,4.66666666666667,0.6,6591,8.33
"44","California","10",68,93,51,48,84,68.8,55,-0.0403346906974498,662,3,57.606,3.85714285714286,5.71428571428571,-2,11.7142857142857,2.28571428571429,-0.142857142857143,3.57142857142857,1.94285714285714,6746,10.9757142857143,55,-0.0399078067009568,222,0,43.385,4,2.57142857142857,1.71428571428571,11.8571428571429,2.42857142857143,-0.714285714285714,3.64285714285714,2,6746,8.33,63,-0.0718276468790519,105,1,41.678,2.28571428571429,0.428571428571429,-1.14285714285714,15.1428571428571,-4.85714285714286,1.28571428571429,2.19047619047619,-0.4,6591,8.33
