"","State","WeekOfYear","GSV_anxiety","GSV_depression","GSV_insomnia","GSV_suicide","GSV_therapy","GSV_index","GSV_workout","SP","NCases","NDeaths","Unemplyment_claims","Recreation","Grocery","Transit","Parks","Workplace","Residential","Mobility_index","Mobility_index_excl_Mobility","Drug_death","GSV_workout_L1","SP_L1","NCases_L1","NDeaths_L1","Unemplyment_claims_L1","Recreation_L1","Grocery_L1","Transit_L1","Parks_L1","Workplace_L1","Residential_L1","Mobility_index_L1","Mobility_index_excl_Mobility_L1","Drug_death_L1","GSV_workout_L2","SP_L2","NCases_L2","NDeaths_L2","Unemplyment_claims_L2","Recreation_L2","Grocery_L2","Transit_L2","Parks_L2","Workplace_L2","Residential_L2","Mobility_index_L2","Mobility_index_excl_Mobility_L2","Drug_death_L2"
"1","Alabama","09",82,70,48,58,82,68,66,-0.0399078067009568,34,1,1.663,10.8571428571429,5.28571428571429,11.4285714285714,23.2857142857143,1.28571428571429,-0.857142857142857,8.54761904761905,5.6,791,69,-0.0718276468790519,8,0,1.575,1,-0.285714285714286,6.71428571428571,9.85714285714286,-0.857142857142857,1.14285714285714,2.92857142857143,1.54285714285714,772,68,0.00373464373464372,5,0,1.735,2.5,0,5,16,0.5,0,4,1.6,772
"2","Alabama","10",64,77,39,40,61,56.2,57,-0.0403346906974498,69,0,1.819,10.7142857142857,6.42857142857143,9.14285714285714,24.2857142857143,2.57142857142857,-0.428571428571429,8.78571428571429,5.68571428571429,791,66,-0.0399078067009568,34,1,1.663,10.8571428571429,5.28571428571429,11.4285714285714,23.2857142857143,1.28571428571429,-0.857142857142857,8.54761904761905,5.6,791,69,-0.0718276468790519,8,0,1.575,1,-0.285714285714286,6.71428571428571,9.85714285714286,-0.857142857142857,1.14285714285714,2.92857142857143,1.54285714285714,772
"3","Alabama","11",59,64,44,47,44,51.6,64,-0.122488489815178,321,1,10.892,5.71428571428571,17.4285714285714,7.57142857142857,33.2857142857143,0.428571428571429,-0.142857142857143,10.7142857142857,6.2,791,57,-0.0403346906974498,69,0,1.819,10.7142857142857,6.42857142857143,9.14285714285714,24.2857142857143,2.57142857142857,-0.428571428571429,8.78571428571429,5.68571428571429,791,66,-0.0399078067009568,34,1,1.663,10.8571428571429,5.28571428571429,11.4285714285714,23.2857142857143,1.28571428571429,-0.857142857142857,8.54761904761905,5.6,791
"4","Alabama","12",59,86,53,44,53,59,66,-0.032366093492383,889,2,80.984,-21.1428571428571,11,-8.42857142857143,18.8571428571429,-20.8571428571429,8.57142857142857,-2,-6.17142857142857,791,64,-0.122488489815178,321,1,10.892,5.71428571428571,17.4285714285714,7.57142857142857,33.2857142857143,0.428571428571429,-0.142857142857143,10.7142857142857,6.2,791,57,-0.0403346906974498,69,0,1.819,10.7142857142857,6.42857142857143,9.14285714285714,24.2857142857143,2.57142857142857,-0.428571428571429,8.78571428571429,5.68571428571429,791
"5","Alabama","13",65,52,38,36,49,48,94,0.0560856116665918,1226,28,106.739,-32.8571428571429,-5,-21.8571428571429,18.8571428571429,-32.8571428571429,12.8571428571429,-10.1428571428571,-15.9428571428571,791,66,-0.032366093492383,889,2,80.984,-21.1428571428571,11,-8.42857142857143,18.8571428571429,-20.8571428571429,8.57142857142857,-2,-6.17142857142857,791,64,-0.122488489815178,321,1,10.892,5.71428571428571,17.4285714285714,7.57142857142857,33.2857142857143,0.428571428571429,-0.142857142857143,10.7142857142857,6.2,791
"6","Alabama","14",55,87,37,63,48,58,83,0.0289484986013254,1390,52,77.515,-35.1428571428571,-1.57142857142857,-28.2857142857143,5.42857142857143,-36.8571428571429,14.2857142857143,-13.6904761904762,-17.5142857142857,826,94,0.0560856116665918,1226,28,106.739,-32.8571428571429,-5,-21.8571428571429,18.8571428571429,-32.8571428571429,12.8571428571429,-10.1428571428571,-15.9428571428571,791,66,-0.032366093492383,889,2,80.984,-21.1428571428571,11,-8.42857142857143,18.8571428571429,-20.8571428571429,8.57142857142857,-2,-6.17142857142857,791
"7","Alabama","15",52,85,27,43,59,53.2,91,0.0701847402243355,1356,76,66.432,-40.5714285714286,-11.7142857142857,-34.8571428571429,-6.14285714285714,-41.5714285714286,16,-19.8095238095238,-22.5428571428571,826,83,0.0289484986013254,1390,52,77.515,-35.1428571428571,-1.57142857142857,-28.2857142857143,5.42857142857143,-36.8571428571429,14.2857142857143,-13.6904761904762,-17.5142857142857,826,94,0.0560856116665918,1226,28,106.739,-32.8571428571429,-5,-21.8571428571429,18.8571428571429,-32.8571428571429,12.8571428571429,-10.1428571428571,-15.9428571428571,791
"8","Alabama","16",62,80,70,47,50,61.8,86,-0.0384742415831009,1337,88,74.966,-30.4285714285714,-8.71428571428571,-29.7142857142857,0.571428571428571,-37.2857142857143,14.2857142857143,-15.2142857142857,-18.3714285714286,826,91,0.0701847402243355,1356,76,66.432,-40.5714285714286,-11.7142857142857,-34.8571428571429,-6.14285714285714,-41.5714285714286,16,-19.8095238095238,-22.5428571428571,826,83,0.0289484986013254,1390,52,77.515,-35.1428571428571,-1.57142857142857,-28.2857142857143,5.42857142857143,-36.8571428571429,14.2857142857143,-13.6904761904762,-17.5142857142857,826
"9","Alabama","17",67,73,32,58,54,56.8,71,0.0463465080246733,1591,89,28.985,-27.2857142857143,-5.71428571428571,-25.8571428571429,9.57142857142857,-36,13.8571428571429,-11.9047619047619,-16.2,826,86,-0.0384742415831009,1337,88,74.966,-30.4285714285714,-8.71428571428571,-29.7142857142857,0.571428571428571,-37.2857142857143,14.2857142857143,-15.2142857142857,-18.3714285714286,826,91,0.0701847402243355,1356,76,66.432,-40.5714285714286,-11.7142857142857,-34.8571428571429,-6.14285714285714,-41.5714285714286,16,-19.8095238095238,-22.5428571428571,826
"10","Alabama","18",59,71,77,48,44,59.8,66,0.001763643792847,1849,99,26.666,-19.7142857142857,1.57142857142857,-18.4285714285714,28.2857142857143,-33.2857142857143,11,-5.09523809523809,-11.7714285714286,879,71,0.0463465080246733,1591,89,28.985,-27.2857142857143,-5.71428571428571,-25.8571428571429,9.57142857142857,-36,13.8571428571429,-11.9047619047619,-16.2,826,86,-0.0384742415831009,1337,88,74.966,-30.4285714285714,-8.71428571428571,-29.7142857142857,0.571428571428571,-37.2857142857143,14.2857142857143,-15.2142857142857,-18.3714285714286,826
"11","Alabama","19",72,56,75,45,53,60.2,82,0.000585684204654738,1920,110,25.15,-15,9.28571428571429,-11.7142857142857,28.2857142857143,-30,10.1428571428571,-1.5,-7.45714285714286,879,66,0.001763643792847,1849,99,26.666,-19.7142857142857,1.57142857142857,-18.4285714285714,28.2857142857143,-33.2857142857143,11,-5.09523809523809,-11.7714285714286,879,71,0.0463465080246733,1591,89,28.985,-27.2857142857143,-5.71428571428571,-25.8571428571429,9.57142857142857,-36,13.8571428571429,-11.9047619047619,-16.2,826
"12","Alabama","20",66,58,56,47,53,56,78,0.0184034117040403,2623,102,27.919,-11.5714285714286,3.28571428571429,-9.14285714285714,41.7142857142857,-27.1428571428571,9,1.02380952380952,-7.11428571428571,879,82,0.000585684204654738,1920,110,25.15,-15,9.28571428571429,-11.7142857142857,28.2857142857143,-30,10.1428571428571,-1.5,-7.45714285714286,879,66,0.001763643792847,1849,99,26.666,-19.7142857142857,1.57142857142857,-18.4285714285714,28.2857142857143,-33.2857142857143,11,-5.09523809523809,-11.7714285714286,879
"13","Alabama","21",55,59,47,48,60,53.8,92,0.0235482083108103,3077,104,21.335,-8.28571428571429,6.71428571428571,-5.42857142857143,47.4285714285714,-26.2857142857143,8.14285714285714,3.71428571428571,-5.02857142857143,879,78,0.0184034117040403,2623,102,27.919,-11.5714285714286,3.28571428571429,-9.14285714285714,41.7142857142857,-27.1428571428571,9,1.02380952380952,-7.11428571428571,879,82,0.000585684204654738,1920,110,25.15,-15,9.28571428571429,-11.7142857142857,28.2857142857143,-30,10.1428571428571,-1.5,-7.45714285714286,879
"14","Alabama","22",59,74,28,47,71,55.8,64,0.0297649886187776,3332,114,19.949,-10.8571428571429,3,-4.14285714285714,47,-29,9.28571428571429,2.54761904761905,-6.34285714285714,879,92,0.0235482083108103,3077,104,21.335,-8.28571428571429,6.71428571428571,-5.42857142857143,47.4285714285714,-26.2857142857143,8.14285714285714,3.71428571428571,-5.02857142857143,879,78,0.0184034117040403,2623,102,27.919,-11.5714285714286,3.28571428571429,-9.14285714285714,41.7142857142857,-27.1428571428571,9,1.02380952380952,-7.11428571428571,879
"15","Alabama","23",73,66,14,49,62,52.8,82,0.0410150544335598,3802,110,18.367,-6.57142857142857,5.85714285714286,-2,41.8571428571429,-23.4285714285714,7.42857142857143,3.85714285714286,-3.74285714285714,902,64,0.0297649886187776,3332,114,19.949,-10.8571428571429,3,-4.14285714285714,47,-29,9.28571428571429,2.54761904761905,-6.34285714285714,879,92,0.0235482083108103,3077,104,21.335,-8.28571428571429,6.71428571428571,-5.42857142857143,47.4285714285714,-26.2857142857143,8.14285714285714,3.71428571428571,-5.02857142857143,879
"16","Alabama","24",80,78,58,44,52,62.4,76,-0.0257048247993565,4581,100,18.671,-6.57142857142857,4.14285714285714,1.71428571428571,51.4285714285714,-22.1428571428571,6.85714285714286,5.90476190476191,-3.2,902,82,0.0410150544335598,3802,110,18.367,-6.57142857142857,5.85714285714286,-2,41.8571428571429,-23.4285714285714,7.42857142857143,3.85714285714286,-3.74285714285714,902,64,0.0297649886187776,3332,114,19.949,-10.8571428571429,3,-4.14285714285714,47,-29,9.28571428571429,2.54761904761905,-6.34285714285714,879
"17","Alabama","25",100,87,44,59,57,69.4,61,0.00209617440171028,5747,111,18.338,-4.42857142857143,7,5.28571428571429,67.1428571428571,-22.7142857142857,5.57142857142857,9.64285714285714,-1.85714285714286,902,76,-0.0257048247993565,4581,100,18.671,-6.57142857142857,4.14285714285714,1.71428571428571,51.4285714285714,-22.1428571428571,6.85714285714286,5.90476190476191,-3.2,902,82,0.0410150544335598,3802,110,18.367,-6.57142857142857,5.85714285714286,-2,41.8571428571429,-23.4285714285714,7.42857142857143,3.85714285714286,-3.74285714285714,902
"18","Alabama","26",77,49,25,58,61,54,77,-0.0099000731327983,7476,116,19.056,-7.71428571428571,1.42857142857143,4.71428571428571,40.4285714285714,-23.5714285714286,7.28571428571429,3.76190476190476,-3.57142857142857,902,61,0.00209617440171028,5747,111,18.338,-4.42857142857143,7,5.28571428571429,67.1428571428571,-22.7142857142857,5.57142857142857,9.64285714285714,-1.85714285714286,902,76,-0.0257048247993565,4581,100,18.671,-6.57142857142857,4.14285714285714,1.71428571428571,51.4285714285714,-22.1428571428571,6.85714285714286,5.90476190476191,-3.2,902
"19","Alabama","27",95,89,100,74,58,83.2,60,0.0145244477129559,9437,153,20.563,-7.57142857142857,5.85714285714286,3,51.8571428571429,-32.5714285714286,7.85714285714286,4.73809523809524,-4.68571428571429,919,77,-0.0099000731327983,7476,116,19.056,-7.71428571428571,1.42857142857143,4.71428571428571,40.4285714285714,-23.5714285714286,7.28571428571429,3.76190476190476,-3.57142857142857,902,61,0.00209617440171028,5747,111,18.338,-4.42857142857143,7,5.28571428571429,67.1428571428571,-22.7142857142857,5.57142857142857,9.64285714285714,-1.85714285714286,902
"20","Alabama","28",79,36,50,92,69,65.2,79,0.0165960856129106,14482,149,23.676,-8.28571428571429,1.85714285714286,4.14285714285714,42.2857142857143,-26.1428571428571,7.42857142857143,3.54761904761905,-4.2,919,60,0.0145244477129559,9437,153,20.563,-7.57142857142857,5.85714285714286,3,51.8571428571429,-32.5714285714286,7.85714285714286,4.73809523809524,-4.68571428571429,919,77,-0.0099000731327983,7476,116,19.056,-7.71428571428571,1.42857142857143,4.71428571428571,40.4285714285714,-23.5714285714286,7.28571428571429,3.76190476190476,-3.57142857142857,902
"21","Alabama","29",95,65,75,48,69,70.4,75,0.0186957391978784,13615,226,17.437,-8.14285714285714,2.42857142857143,3.71428571428571,46.1428571428571,-25.7142857142857,7,4.23809523809524,-4.14285714285714,919,79,0.0165960856129106,14482,149,23.676,-8.28571428571429,1.85714285714286,4.14285714285714,42.2857142857143,-26.1428571428571,7.42857142857143,3.54761904761905,-4.2,919,60,0.0145244477129559,9437,153,20.563,-7.57142857142857,5.85714285714286,3,51.8571428571429,-32.5714285714286,7.85714285714286,4.73809523809524,-4.68571428571429,919
"22","Alabama","30",61,68,71,44,74,63.6,61,-0.011930126178123,12077,268,11.69,-9.71428571428571,0.142857142857143,1.85714285714286,39.8571428571429,-25.7142857142857,7.28571428571429,2.28571428571429,-5.22857142857143,919,75,0.0186957391978784,13615,226,17.437,-8.14285714285714,2.42857142857143,3.71428571428571,46.1428571428571,-25.7142857142857,7,4.23809523809524,-4.14285714285714,919,79,0.0165960856129106,14482,149,23.676,-8.28571428571429,1.85714285714286,4.14285714285714,42.2857142857143,-26.1428571428571,7.42857142857143,3.54761904761905,-4.2,919
"23","Alabama","31",72,50,55,72,68,63.4,74,0.0273641888616846,11006,293,9.467,-8,1.28571428571429,1.57142857142857,40.1428571428571,-25.7142857142857,7,2.71428571428571,-4.77142857142857,934,61,-0.011930126178123,12077,268,11.69,-9.71428571428571,0.142857142857143,1.85714285714286,39.8571428571429,-25.7142857142857,7.28571428571429,2.28571428571429,-5.22857142857143,919,75,0.0186957391978784,13615,226,17.437,-8.14285714285714,2.42857142857143,3.71428571428571,46.1428571428571,-25.7142857142857,7,4.23809523809524,-4.14285714285714,919
"24","Alabama","32",67,56,35,45,70,54.6,56,0.00822014752715093,9518,292,11.047,-6.85714285714286,2.85714285714286,1.71428571428571,47.8571428571429,-25.1428571428571,6,4.4047619047619,-4.28571428571429,934,74,0.0273641888616846,11006,293,9.467,-8,1.28571428571429,1.57142857142857,40.1428571428571,-25.7142857142857,7,2.71428571428571,-4.77142857142857,934,61,-0.011930126178123,12077,268,11.69,-9.71428571428571,0.142857142857143,1.85714285714286,39.8571428571429,-25.7142857142857,7.28571428571429,2.28571428571429,-5.22857142857143,919
"25","Alabama","33",69,62,58,66,59,62.8,56,0.0168251997036318,7589,247,8.676,-9.28571428571429,-0.571428571428571,-0.857142857142857,34.2857142857143,-25,6.28571428571429,0.809523809523809,-5.88571428571429,934,56,0.00822014752715093,9518,292,11.047,-6.85714285714286,2.85714285714286,1.71428571428571,47.8571428571429,-25.1428571428571,6,4.4047619047619,-4.28571428571429,934,74,0.0273641888616846,11006,293,9.467,-8,1.28571428571429,1.57142857142857,40.1428571428571,-25.7142857142857,7,2.71428571428571,-4.77142857142857,934
"26","Alabama","34",77,67,73,79,53,69.8,77,0.0158830366572461,7008,223,8.511,-11,-2.14285714285714,-2.85714285714286,31.1428571428571,-23.5714285714286,5.71428571428571,-0.452380952380953,-6.77142857142857,934,56,0.0168251997036318,7589,247,8.676,-9.28571428571429,-0.571428571428571,-0.857142857142857,34.2857142857143,-25,6.28571428571429,0.809523809523809,-5.88571428571429,934,56,0.00822014752715093,9518,292,11.047,-6.85714285714286,2.85714285714286,1.71428571428571,47.8571428571429,-25.1428571428571,6,4.4047619047619,-4.28571428571429,934
"27","Alabama","35",88,62,78,61,69,71.6,50,0.0241112550165234,8612,186,8.901,-13.4285714285714,-5.71428571428571,-7.85714285714286,17.2857142857143,-23,6.42857142857143,-4.38095238095238,-8.71428571428571,934,77,0.0158830366572461,7008,223,8.511,-11,-2.14285714285714,-2.85714285714286,31.1428571428571,-23.5714285714286,5.71428571428571,-0.452380952380953,-6.77142857142857,934,56,0.0168251997036318,7589,247,8.676,-9.28571428571429,-0.571428571428571,-0.857142857142857,34.2857142857143,-25,6.28571428571429,0.809523809523809,-5.88571428571429,934
"28","Alabama","36",66,77,86,100,67,79.2,63,-0.055239391490508,7387,179,8.848,-7.28571428571429,1.57142857142857,0.285714285714286,41.8571428571429,-24.5714285714286,4.28571428571429,2.69047619047619,-5.14285714285714,952,50,0.0241112550165234,8612,186,8.901,-13.4285714285714,-5.71428571428571,-7.85714285714286,17.2857142857143,-23,6.42857142857143,-4.38095238095238,-8.71428571428571,934,77,0.0158830366572461,7008,223,8.511,-11,-2.14285714285714,-2.85714285714286,31.1428571428571,-23.5714285714286,5.71428571428571,-0.452380952380953,-6.77142857142857,934
"29","Alabama","37",65,75,65,59,78,68.4,66,0.0208173261621205,6340,171,8.679,-11.2857142857143,-2.57142857142857,-3.71428571428571,43.5714285714286,-29.2857142857143,4.85714285714286,0.261904761904761,-8.4,952,63,-0.055239391490508,7387,179,8.848,-7.28571428571429,1.57142857142857,0.285714285714286,41.8571428571429,-24.5714285714286,4.28571428571429,2.69047619047619,-5.14285714285714,952,50,0.0241112550165234,8612,186,8.901,-13.4285714285714,-5.71428571428571,-7.85714285714286,17.2857142857143,-23,6.42857142857143,-4.38095238095238,-8.71428571428571,934
"30","Alabama","38",67,77,53,81,94,74.4,42,-0.0251764083264729,5814,132,8.805,-14.7142857142857,-5.14285714285714,-9.28571428571429,26.8571428571429,-25.2857142857143,4.57142857142857,-3.83333333333333,-9.97142857142857,952,66,0.0208173261621205,6340,171,8.679,-11.2857142857143,-2.57142857142857,-3.71428571428571,43.5714285714286,-29.2857142857143,4.85714285714286,0.261904761904761,-8.4,952,63,-0.055239391490508,7387,179,8.848,-7.28571428571429,1.57142857142857,0.285714285714286,41.8571428571429,-24.5714285714286,4.28571428571429,2.69047619047619,-5.14285714285714,952
"31","Alabama","39",62,47,80,43,80,62.4,57,0.00600198457580435,5686,108,7.732,-12.1428571428571,-6.14285714285714,-7,17.7142857142857,-20.8571428571429,5,-3.9047619047619,-8.22857142857143,952,42,-0.0251764083264729,5814,132,8.805,-14.7142857142857,-5.14285714285714,-9.28571428571429,26.8571428571429,-25.2857142857143,4.57142857142857,-3.83333333333333,-9.97142857142857,952,66,0.0208173261621205,6340,171,8.679,-11.2857142857143,-2.57142857142857,-3.71428571428571,43.5714285714286,-29.2857142857143,4.85714285714286,0.261904761904761,-8.4,952
"32","Alabama","40",70,74,55,28,70,59.4,50,0.00764509949122612,5899,126,8.581,-8.71428571428571,-2.85714285714286,-5,21.1428571428571,-20.1428571428571,3.28571428571429,-2.04761904761905,-6.68571428571429,946,57,0.00600198457580435,5686,108,7.732,-12.1428571428571,-6.14285714285714,-7,17.7142857142857,-20.8571428571429,5,-3.9047619047619,-8.22857142857143,952,42,-0.0251764083264729,5814,132,8.805,-14.7142857142857,-5.14285714285714,-9.28571428571429,26.8571428571429,-25.2857142857143,4.57142857142857,-3.83333333333333,-9.97142857142857,952
"33","Alabama","41",72,69,55,45,67,61.6,73,0.0449156047212561,7188,144,7.964,-12.4285714285714,-4.71428571428571,-7.42857142857143,10.7142857142857,-21,5,-4.97619047619048,-8.11428571428571,946,50,0.00764509949122612,5899,126,8.581,-8.71428571428571,-2.85714285714286,-5,21.1428571428571,-20.1428571428571,3.28571428571429,-2.04761904761905,-6.68571428571429,946,57,0.00600198457580435,5686,108,7.732,-12.1428571428571,-6.14285714285714,-7,17.7142857142857,-20.8571428571429,5,-3.9047619047619,-8.22857142857143,952
"34","Alabama","42",78,73,82,72,87,78.4,71,-0.0195932151267252,7667,135,7.126,-10.8571428571429,-3,-3.71428571428571,27.4285714285714,-20.7142857142857,4.28571428571429,-1.0952380952381,-6.8,946,73,0.0449156047212561,7188,144,7.964,-12.4285714285714,-4.71428571428571,-7.42857142857143,10.7142857142857,-21,5,-4.97619047619048,-8.11428571428571,946,50,0.00764509949122612,5899,126,8.581,-8.71428571428571,-2.85714285714286,-5,21.1428571428571,-20.1428571428571,3.28571428571429,-2.04761904761905,-6.68571428571429,946
"35","Alabama","43",60,97,44,85,61,69.4,68,-0.0152303724528916,8549,122,7.06,-12.8571428571429,-4.42857142857143,-7,18.1428571428571,-19.5714285714286,4.42857142857143,-3.54761904761905,-7.88571428571429,946,71,-0.0195932151267252,7667,135,7.126,-10.8571428571429,-3,-3.71428571428571,27.4285714285714,-20.7142857142857,4.28571428571429,-1.0952380952381,-6.8,946,73,0.0449156047212561,7188,144,7.964,-12.4285714285714,-4.71428571428571,-7.42857142857143,10.7142857142857,-21,5,-4.97619047619048,-8.11428571428571,946
"36","Alabama","44",55,36,47,67,64,53.8,36,-0.00634680948954192,9300,138,8.764,-10.8571428571429,-1.71428571428571,-8.85714285714286,13.4285714285714,-20.7142857142857,3.57142857142857,-4.19047619047619,-7.71428571428572,960,68,-0.0152303724528916,8549,122,7.06,-12.8571428571429,-4.42857142857143,-7,18.1428571428571,-19.5714285714286,4.42857142857143,-3.54761904761905,-7.88571428571429,946,71,-0.0195932151267252,7667,135,7.126,-10.8571428571429,-3,-3.71428571428571,27.4285714285714,-20.7142857142857,4.28571428571429,-1.0952380952381,-6.8,946
"37","Alabama","45",63,44,26,67,84,56.8,56,0.0523483598285627,10796,158,9.262,-9.28571428571429,-3.57142857142857,-9.28571428571429,16.2857142857143,-18,4.42857142857143,-3.23809523809524,-7.14285714285714,960,36,-0.00634680948954192,9300,138,8.764,-10.8571428571429,-1.71428571428571,-8.85714285714286,13.4285714285714,-20.7142857142857,3.57142857142857,-4.19047619047619,-7.71428571428572,960,68,-0.0152303724528916,8549,122,7.06,-12.8571428571429,-4.42857142857143,-7,18.1428571428571,-19.5714285714286,4.42857142857143,-3.54761904761905,-7.88571428571429,946
"38","Alabama","46",83,74,81,63,70,74.2,51,0.0180508978911474,15076,184,11.813,-11.8571428571429,-4.42857142857143,-10.2857142857143,7.28571428571429,-20.1428571428571,5.42857142857143,-5.66666666666667,-8.25714285714286,960,56,0.0523483598285627,10796,158,9.262,-9.28571428571429,-3.57142857142857,-9.28571428571429,16.2857142857143,-18,4.42857142857143,-3.23809523809524,-7.14285714285714,960,36,-0.00634680948954192,9300,138,8.764,-10.8571428571429,-1.71428571428571,-8.85714285714286,13.4285714285714,-20.7142857142857,3.57142857142857,-4.19047619047619,-7.71428571428572,960
"39","Alabama","47",41,63,22,61,55,48.4,58,0.00716990854765015,16325,183,7.061,-12,-1.57142857142857,-6.14285714285714,6.42857142857143,-17.7142857142857,4.85714285714286,-4.35714285714286,-6.51428571428572,960,51,0.0180508978911474,15076,184,11.813,-11.8571428571429,-4.42857142857143,-10.2857142857143,7.28571428571429,-20.1428571428571,5.42857142857143,-5.66666666666667,-8.25714285714286,960,56,0.0523483598285627,10796,158,9.262,-9.28571428571429,-3.57142857142857,-9.28571428571429,16.2857142857143,-18,4.42857142857143,-3.23809523809524,-7.14285714285714,960
"40","Alabama","48",74,79,26,40,58,55.4,47,0.00743795060254551,17325,223,7.656,-21,-4.85714285714286,-10.7142857142857,-0.857142857142857,-38.4285714285714,9.85714285714286,-11,-13.0285714285714,960,58,0.00716990854765015,16325,183,7.061,-12,-1.57142857142857,-6.14285714285714,6.42857142857143,-17.7142857142857,4.85714285714286,-4.35714285714286,-6.51428571428572,960,51,0.0180508978911474,15076,184,11.813,-11.8571428571429,-4.42857142857143,-10.2857142857143,7.28571428571429,-20.1428571428571,5.42857142857143,-5.66666666666667,-8.25714285714286,960
"41","Alabama","49",83,55,67,53,79,67.4,45,0.010867042553482,24454,281,7.568,-11,-2,-10.8571428571429,-7.57142857142857,-18.2857142857143,6.14285714285714,-7.26190476190476,-7.2,989,47,0.00743795060254551,17325,223,7.656,-21,-4.85714285714286,-10.7142857142857,-0.857142857142857,-38.4285714285714,9.85714285714286,-11,-13.0285714285714,960,58,0.00716990854765015,16325,183,7.061,-12,-1.57142857142857,-6.14285714285714,6.42857142857143,-17.7142857142857,4.85714285714286,-4.35714285714286,-6.51428571428572,960
"42","Alabama","50",86,64,53,35,56,58.8,58,-0.00206090890674593,26767,373,7.543,-11.8571428571429,-2.71428571428571,-12.2857142857143,-4.28571428571429,-18.1428571428571,6,-7.21428571428571,-7.8,989,45,0.010867042553482,24454,281,7.568,-11,-2,-10.8571428571429,-7.57142857142857,-18.2857142857143,6.14285714285714,-7.26190476190476,-7.2,989,47,0.00743795060254551,17325,223,7.656,-21,-4.85714285714286,-10.7142857142857,-0.857142857142857,-38.4285714285714,9.85714285714286,-11,-13.0285714285714,960
"43","Alabama","51",60,51,17,41,47,43.2,43,-0.0019920857896075,29311,426,5.506,-10.1428571428571,0.571428571428571,-7.57142857142857,-12.8571428571429,-19.4285714285714,6.85714285714286,-7.09523809523809,-5.94285714285714,989,58,-0.00206090890674593,26767,373,7.543,-11.8571428571429,-2.71428571428571,-12.2857142857143,-4.28571428571429,-18.1428571428571,6,-7.21428571428571,-7.8,989,45,0.010867042553482,24454,281,7.568,-11,-2,-10.8571428571429,-7.57142857142857,-18.2857142857143,6.14285714285714,-7.26190476190476,-7.2,989
"44","Arizona","09",79,92,89,57,77,78.8,68,-0.0399078067009568,0,0,3.357,7.57142857142857,4.14285714285714,7,13.7142857142857,2.57142857142857,-0.857142857142857,5.69047619047619,4.08571428571429,2101,64,-0.0718276468790519,0,0,3.086,3.71428571428571,0.714285714285714,3.42857142857143,8.28571428571429,-3.71428571428571,1.14285714285714,2.26190476190476,1.05714285714286,2064,55,0.00373464373464372,0,0,3.151,5,2.5,3,21.5,-0.5,-0.5,5.16666666666667,1.9,2064
"45","Arizona","10",65,86,69,43,67,66,60,-0.0403346906974498,4,0,3.844,7.57142857142857,5.85714285714286,6.57142857142857,16.2857142857143,1.85714285714286,-1.14285714285714,6.16666666666667,4.14285714285714,2101,68,-0.0399078067009568,0,0,3.357,7.57142857142857,4.14285714285714,7,13.7142857142857,2.57142857142857,-0.857142857142857,5.69047619047619,4.08571428571429,2101,64,-0.0718276468790519,0,0,3.086,3.71428571428571,0.714285714285714,3.42857142857143,8.28571428571429,-3.71428571428571,1.14285714285714,2.26190476190476,1.05714285714286,2064
"46","Arizona","11",59,86,53,26,68,58.4,77,-0.122488489815178,8,0,29.348,2.71428571428571,11.7142857142857,-2,0,-7.85714285714286,2.28571428571429,1.14285714285714,1.37142857142857,2101,60,-0.0403346906974498,4,0,3.844,7.57142857142857,5.85714285714286,6.57142857142857,16.2857142857143,1.85714285714286,-1.14285714285714,6.16666666666667,4.14285714285714,2101,68,-0.0399078067009568,0,0,3.357,7.57142857142857,4.14285714285714,7,13.7142857142857,2.57142857142857,-0.857142857142857,5.69047619047619,4.08571428571429,2101
"47","Arizona","12",71,82,52,38,55,59.6,80,-0.032366093492383,139,2,88.94,-22.1428571428571,7.14285714285714,-20.8571428571429,-6.28571428571429,-27.1428571428571,10,-9.88095238095238,-10.6,2101,77,-0.122488489815178,8,0,29.348,2.71428571428571,11.7142857142857,-2,0,-7.85714285714286,2.28571428571429,1.14285714285714,1.37142857142857,2101,60,-0.0403346906974498,4,0,3.844,7.57142857142857,5.85714285714286,6.57142857142857,16.2857142857143,1.85714285714286,-1.14285714285714,6.16666666666667,4.14285714285714,2101
"48","Arizona","13",64,100,60,38,57,63.8,98,0.0560856116665918,767,15,132.428,-35.5714285714286,-12.5714285714286,-35.5714285714286,-10.2857142857143,-37.4285714285714,14.1428571428571,-19.547619047619,-21.4,2101,80,-0.032366093492383,139,2,88.94,-22.1428571428571,7.14285714285714,-20.8571428571429,-6.28571428571429,-27.1428571428571,10,-9.88095238095238,-10.6,2101,77,-0.122488489815178,8,0,29.348,2.71428571428571,11.7142857142857,-2,0,-7.85714285714286,2.28571428571429,1.14285714285714,1.37142857142857,2101
"49","Arizona","14",70,93,61,47,60,66.2,90,0.0289484986013254,1350,47,98.531,-37.7142857142857,-14,-40,-20,-42.4285714285714,15.4285714285714,-23.1190476190476,-23.7428571428571,2146,98,0.0560856116665918,767,15,132.428,-35.5714285714286,-12.5714285714286,-35.5714285714286,-10.2857142857143,-37.4285714285714,14.1428571428571,-19.547619047619,-21.4,2101,80,-0.032366093492383,139,2,88.94,-22.1428571428571,7.14285714285714,-20.8571428571429,-6.28571428571429,-27.1428571428571,10,-9.88095238095238,-10.6,2101
